run,bioproject,study,biosample,sample,experiment,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
ERR4828459,PRJEB41241,,,ERS5317532,ERX4698443,S,S,,S,S,S,S,S,S,R,S,S,,S,
ERR4828468,PRJEB41241,,,ERS5317541,ERX4698452,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828549,PRJEB41241,,,ERS5317622,ERX4698533,,,,,,,S,,,S,,,,,
ERR4828446,PRJEB41241,,,ERS5317519,ERX4698430,S,S,,S,S,S,S,R,S,S,S,S,,R,
ERR4828487,PRJEB41241,,,ERS5317560,ERX4698471,S,,,S,S,,S,R,S,S,S,,,R,
ERR4828488,PRJEB41241,,,ERS5317561,ERX4698472,S,,,S,S,S,,R,S,S,S,S,,R,
ERR4828563,PRJEB41241,,,ERS5317636,ERX4698547,S,S,,S,S,S,S,R,S,S,S,S,,R,
ERR4828460,PRJEB41241,,,ERS5317533,ERX4698444,,S,,S,S,S,S,S,,S,,S,,S,
ERR4828492,PRJEB41241,,,ERS5317565,ERX4698476,S,S,,S,S,,S,S,S,S,S,S,,S,
ERR4828501,PRJEB41241,,,ERS5317574,ERX4698485,S,S,,S,S,S,,,S,,S,,,S,
ERR4828512,PRJEB41241,,,ERS5317585,ERX4698496,,,,,,S,,S,,,,,,S,
ERR4828475,PRJEB41241,,,ERS5317548,ERX4698459,,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828543,PRJEB41241,,,ERS5317616,ERX4698527,S,S,,,S,S,S,R,S,S,S,S,,S,
ERR4828513,PRJEB41241,,,ERS5317586,ERX4698497,S,,,S,S,S,S,S,,,,S,,S,
ERR4828505,PRJEB41241,,,ERS5317578,ERX4698489,S,S,,S,S,,S,S,,S,S,S,,S,
ERR4828457,PRJEB41241,,,ERS5317530,ERX4698441,S,,,,S,S,S,S,S,S,S,S,,S,
ERR4828470,PRJEB41241,,,ERS5317543,ERX4698454,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828483,PRJEB41241,,,ERS5317556,ERX4698467,S,S,,S,,,S,,S,,,,,S,
ERR4828522,PRJEB41241,,,ERS5317595,ERX4698506,,S,,S,S,S,S,S,,S,S,S,,S,
ERR4828502,PRJEB41241,,,ERS5317575,ERX4698486,S,,,S,S,S,S,S,S,S,S,S,,S,
ERR4828485,PRJEB41241,,,ERS5317558,ERX4698469,S,S,,S,S,,S,,S,S,S,S,,S,
ERR4828493,PRJEB41241,,,ERS5317566,ERX4698477,S,S,,S,S,S,S,R,S,S,,S,,S,
ERR4828519,PRJEB41241,,,ERS5317592,ERX4698503,S,,,S,S,,S,R,S,S,S,S,,S,
ERR4828520,PRJEB41241,,,ERS5317593,ERX4698504,S,,,S,S,S,,R,S,S,S,S,,S,
ERR4828462,PRJEB41241,,,ERS5317535,ERX4698446,S,,,,S,S,S,,S,,S,,,R,
ERR4828481,PRJEB41241,,,ERS5317554,ERX4698465,,S,,S,S,S,R,R,S,S,S,,,R,
ERR4828482,PRJEB41241,,,ERS5317555,ERX4698466,S,S,,S,S,S,,R,S,S,S,,,R,
ERR4828498,PRJEB41241,,,ERS5317571,ERX4698482,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828537,PRJEB41241,,,ERS5317610,ERX4698521,S,,,S,S,,,,S,,S,,,S,
ERR4828557,PRJEB41241,,,ERS5317630,ERX4698541,S,S,,S,S,,,,,,,,,S,
ERR4828558,PRJEB41241,,,ERS5317631,ERX4698542,,,,,S,,,,,,,,,S,
ERR4828480,PRJEB41241,,,ERS5317553,ERX4698464,S,,,,S,,,,S,S,,,,S,
ERR4828494,PRJEB41241,,,ERS5317567,ERX4698478,,S,,S,S,S,S,S,,S,S,S,,S,
ERR4828495,PRJEB41241,,,ERS5317568,ERX4698479,S,S,,S,S,S,S,S,S,,,S,,S,
ERR4828532,PRJEB41241,,,ERS5317605,ERX4698516,,,,,,S,,,S,,,S,,S,
ERR4828499,PRJEB41241,,,ERS5317572,ERX4698483,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828507,PRJEB41241,,,ERS5317580,ERX4698491,S,S,,S,S,,S,S,S,S,S,S,,S,
ERR4828506,PRJEB41241,,,ERS5317579,ERX4698490,,,,,,,,S,,,,,,,
ERR4828538,PRJEB41241,,,ERS5317611,ERX4698522,,S,,S,,,,S,,S,S,,,S,
ERR4828541,PRJEB41241,,,ERS5317614,ERX4698525,S,,,S,S,S,,S,,,,,,S,
ERR4828542,PRJEB41241,,,ERS5317615,ERX4698526,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828547,PRJEB41241,,,ERS5317620,ERX4698531,S,,,S,S,,,S,,S,,S,,S,
ERR4828576,PRJEB41241,,,ERS5317649,ERX4698560,,S,,,,S,,,S,,,,,S,
ERR4828583,PRJEB41241,,,ERS5317656,ERX4698567,S,S,,S,S,,S,S,S,S,S,S,,S,
ERR4828521,PRJEB41241,,,ERS5317594,ERX4698505,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828527,PRJEB41241,,,ERS5317600,ERX4698511,S,,,S,R,S,S,,,S,S,,,S,
ERR4828574,PRJEB41241,,,ERS5317647,ERX4698558,,,,,S,,,,S,,,,,S,
ERR4828581,PRJEB41241,,,ERS5317654,ERX4698565,,S,,,S,S,S,R,S,R,,,,S,
ERR4828511,PRJEB41241,,,ERS5317584,ERX4698495,,S,,S,S,S,S,S,,,S,,,S,
ERR4828530,PRJEB41241,,,ERS5317603,ERX4698514,S,S,,S,S,,S,S,S,S,,S,,S,
ERR4828552,PRJEB41241,,,ERS5317625,ERX4698536,S,,,,S,S,,S,S,S,S,S,,S,
ERR4828554,PRJEB41241,,,ERS5317627,ERX4698538,S,S,,S,S,,,,S,S,,S,,S,
ERR4828594,PRJEB41241,,,ERS5317667,ERX4698578,S,S,,S,S,S,,S,S,,S,,,,
ERR4828595,PRJEB41241,,,ERS5317668,ERX4698579,S,S,,,S,S,S,S,S,,S,,,S,
ERR4828516,PRJEB41241,,,ERS5317589,ERX4698500,S,,,S,S,,,S,S,S,S,S,,S,
ERR4828551,PRJEB41241,,,ERS5317624,ERX4698535,,,,,S,,,S,S,,,,,S,
ERR4828524,PRJEB41241,,,ERS5317597,ERX4698508,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828553,PRJEB41241,,,ERS5317626,ERX4698537,S,S,,S,S,,S,S,S,S,,S,,S,
ERR4828529,PRJEB41241,,,ERS5317602,ERX4698513,S,S,,S,S,S,,S,S,S,,S,,S,
ERR4828591,PRJEB41241,,,ERS5317664,ERX4698575,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828535,PRJEB41241,,,ERS5317608,ERX4698519,S,S,,S,S,,S,S,S,,,S,,S,
ERR4828539,PRJEB41241,,,ERS5317612,ERX4698523,,S,,,S,S,,S,S,,,,,S,
ERR4828569,PRJEB41241,,,ERS5317642,ERX4698553,S,,,S,S,S,,S,,S,S,S,,S,
ERR4828561,PRJEB41241,,,ERS5317634,ERX4698545,S,,,,,,,S,S,S,,,,S,
ERR4828533,PRJEB41241,,,ERS5317606,ERX4698517,S,,,S,S,S,S,S,S,S,,S,,S,
ERR4828534,PRJEB41241,,,ERS5317607,ERX4698518,,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828596,PRJEB41241,,,ERS5317669,ERX4698580,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828525,PRJEB41241,,,ERS5317598,ERX4698509,S,,,S,S,,S,S,S,S,S,S,,S,
ERR4828546,PRJEB41241,,,ERS5317619,ERX4698530,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828584,PRJEB41241,,,ERS5317657,ERX4698568,S,S,,S,S,S,,S,S,S,,,,S,
ERR4828515,PRJEB41241,,,ERS5317588,ERX4698499,,,,S,S,,,S,,S,,S,,S,
ERR4828540,PRJEB41241,,,ERS5317613,ERX4698524,,,,,,,,S,S,,,S,,S,
ERR4828597,PRJEB41241,,,ERS5317670,ERX4698581,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828567,PRJEB41241,,,ERS5317640,ERX4698551,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828571,PRJEB41241,,,ERS5317644,ERX4698555,S,,,S,S,S,,S,,,S,,,S,
ERR4828604,PRJEB41241,,,ERS5317677,ERX4698588,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828575,PRJEB41241,,,ERS5317648,ERX4698559,,,,,,S,,,,,,,,,
ERR4828580,PRJEB41241,,,ERS5317653,ERX4698564,S,S,,,S,S,S,,S,S,,,,R,
ERR4828562,PRJEB41241,,,ERS5317635,ERX4698546,S,S,,S,S,S,S,S,S,,S,,,S,
ERR4828590,PRJEB41241,,,ERS5317663,ERX4698574,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828572,PRJEB41241,,,ERS5317645,ERX4698556,,S,,S,S,,R,R,S,S,S,S,,R,
ERR4828578,PRJEB41241,,,ERS5317651,ERX4698562,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828593,PRJEB41241,,,ERS5317666,ERX4698577,S,,,,S,S,S,,S,S,S,S,,R,
ERR4828599,PRJEB41241,,,ERS5317672,ERX4698583,S,S,,S,S,S,R,R,,S,,S,,R,
ERR4828588,PRJEB41241,,,ERS5317661,ERX4698572,S,,,S,S,S,,S,S,S,S,S,,,
ERR4828600,PRJEB41241,,,ERS5317673,ERX4698584,S,S,,S,S,S,S,S,S,S,S,S,,,
ERR4828601,PRJEB41241,,,ERS5317674,ERX4698585,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828564,PRJEB41241,,,ERS5317637,ERX4698548,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828587,PRJEB41241,,,ERS5317660,ERX4698571,S,S,,S,S,,S,S,S,,,,,S,
ERR4828598,PRJEB41241,,,ERS5317671,ERX4698582,S,S,,S,S,,,S,S,,S,,,S,
ERR4828603,PRJEB41241,,,ERS5317676,ERX4698587,,,,,,,,,,,S,,,,
ERR4828565,PRJEB41241,,,ERS5317638,ERX4698549,,S,,S,S,S,,S,S,S,S,,,S,
ERR4828582,PRJEB41241,,,ERS5317655,ERX4698566,,S,,S,S,S,,S,,S,S,,,S,
ERR4828579,PRJEB41241,,,ERS5317652,ERX4698563,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828589,PRJEB41241,,,ERS5317662,ERX4698573,,S,,S,S,S,,S,,S,S,,,,
ERR4828602,PRJEB41241,,,ERS5317675,ERX4698586,,,,,S,,,S,S,S,,S,,S,
ERR4831600,PRJEB41279,,,ERS5320588,ERX4701584,S,S,,,,S,,R,S,,,,,R,
ERR4831609,PRJEB41279,,,ERS5320597,ERX4701593,S,S,,S,S,S,S,S,S,,S,S,,R,
ERR4831656,PRJEB41279,,,ERS5320644,ERX4701640,,,,,,,,R,,,,,,R,
ERR4831655,PRJEB41279,,,ERS5320643,ERX4701639,S,S,,S,,S,,R,,,,,,R,
ERR4831612,PRJEB41279,,,ERS5320600,ERX4701596,S,S,,,S,S,,R,S,S,S,,,R,
ERR4831630,PRJEB41279,,,ERS5320618,ERX4701614,S,S,,S,S,,,R,S,,S,,,R,
ERR4831602,PRJEB41279,,,ERS5320590,ERX4701586,,S,,,S,S,,,,,,,,R,
ERR4831619,PRJEB41279,,,ERS5320607,ERX4701603,S,S,,S,S,,R,R,S,R,S,R,,R,
ERR4831642,PRJEB41279,,,ERS5320630,ERX4701626,,,,,S,,,R,S,,,,,,
ERR4831634,PRJEB41279,,,ERS5320622,ERX4701618,S,S,,,S,S,S,S,S,,S,,,R,
ERR4831605,PRJEB41279,,,ERS5320593,ERX4701589,,,,,S,,,R,S,S,,,,,
ERR4831624,PRJEB41279,,,ERS5320612,ERX4701608,S,,,S,S,S,,S,S,,S,S,,S,
ERR4831636,PRJEB41279,,,ERS5320624,ERX4701620,S,S,,S,S,S,S,R,S,,S,,,R,
ERR4831610,PRJEB41279,,,ERS5320598,ERX4701594,,S,,,,R,R,R,S,S,,,,R,
ERR4831601,PRJEB41279,,,ERS5320589,ERX4701585,S,S,,S,,,,R,S,,,,,R,
ERR4831606,PRJEB41279,,,ERS5320594,ERX4701590,S,S,,,S,S,S,R,S,,S,,,R,
ERR4831629,PRJEB41279,,,ERS5320617,ERX4701613,,,,,S,S,,R,S,,,,,R,
ERR4831615,PRJEB41279,,,ERS5320603,ERX4701599,S,S,,,S,,S,S,S,,,,,R,
ERR4831625,PRJEB41279,,,ERS5320613,ERX4701609,S,S,,S,S,S,S,R,S,S,S,,,R,
ERR4831637,PRJEB41279,,,ERS5320625,ERX4701621,,S,,,,,,R,S,,,,,,
ERR4831599,PRJEB41279,,,ERS5320587,ERX4701583,S,S,,S,S,S,,R,S,S,,,,R,
ERR4831603,PRJEB41279,,,ERS5320591,ERX4701587,S,,,,S,S,,R,S,,S,R,,R,
ERR4831607,PRJEB41279,,,ERS5320595,ERX4701591,S,S,,,S,,S,R,S,S,S,,,S,
ERR4831613,PRJEB41279,,,ERS5320601,ERX4701597,,S,,,S,S,,R,S,,,,,R,
ERR4831628,PRJEB41279,,,ERS5320616,ERX4701612,S,S,,S,S,S,R,R,S,S,S,S,,R,
ERR4831626,PRJEB41279,,,ERS5320614,ERX4701610,R,S,,S,S,,R,R,R,,S,,,R,
ERR4831645,PRJEB41279,,,ERS5320633,ERX4701629,S,S,,S,S,S,,R,S,S,,S,,,
ERR4831660,PRJEB41279,,,ERS5320648,ERX4701644,S,,,S,S,S,,R,S,,S,,,R,
ERR4831653,PRJEB41279,,,ERS5320641,ERX4701637,,S,,S,S,S,,R,S,S,S,,,,
ERR4831604,PRJEB41279,,,ERS5320592,ERX4701588,S,S,,S,S,S,R,,S,S,S,S,,R,
ERR4831611,PRJEB41279,,,ERS5320599,ERX4701595,,S,,,S,S,,R,S,,S,,,R,
ERR4831647,PRJEB41279,,,ERS5320635,ERX4701631,,S,,,,R,R,R,,,,,,R,
ERR4831644,PRJEB41279,,,ERS5320632,ERX4701628,,S,,S,S,,,R,,S,S,S,,R,
ERR4831641,PRJEB41279,,,ERS5320629,ERX4701625,S,S,,S,S,S,,R,S,S,S,S,,,
ERR4831635,PRJEB41279,,,ERS5320623,ERX4701619,S,S,,,,S,,S,S,,,,,S,
ERR4831651,PRJEB41279,,,ERS5320639,ERX4701635,S,S,,S,S,,S,,S,,S,S,,,
ERR4831659,PRJEB41279,,,ERS5320647,ERX4701643,,S,,,S,,,R,S,,,,,R,
ERR4831598,PRJEB41279,,,ERS5320586,ERX4701582,,,,,,S,R,,,,,,,R,
ERR4831622,PRJEB41279,,,ERS5320610,ERX4701606,S,S,,S,,S,,R,S,S,,S,,R,
ERR4831627,PRJEB41279,,,ERS5320615,ERX4701611,,S,,R,S,R,,R,,,S,S,,R,
ERR4831632,PRJEB41279,,,ERS5320620,ERX4701616,,,,S,,,,R,S,,S,R,,R,
ERR4831639,PRJEB41279,,,ERS5320627,ERX4701623,S,S,,S,S,,,R,S,S,S,,,R,
ERR4831650,PRJEB41279,,,ERS5320638,ERX4701634,,S,,,S,S,S,R,,,S,,,R,
ERR4831649,PRJEB41279,,,ERS5320637,ERX4701633,S,,,,S,S,,R,S,S,,,,R,
ERR4831658,PRJEB41279,,,ERS5320646,ERX4701642,,S,,,S,,,R,S,,,,,,
ERR4831648,PRJEB41279,,,ERS5320636,ERX4701632,,,,S,S,S,R,R,,,,,,R,
ERR4831646,PRJEB41279,,,ERS5320634,ERX4701630,,S,,S,S,S,,,,,,,,R,
ERR4831640,PRJEB41279,,,ERS5320628,ERX4701624,,S,,,S,S,,,S,S,,,,,
ERR4831614,PRJEB41279,,,ERS5320602,ERX4701598,S,S,,,S,S,S,R,S,,,S,,R,
ERR4831608,PRJEB41279,,,ERS5320596,ERX4701592,,S,,,S,S,,R,S,S,S,,,R,
ERR4831643,PRJEB41279,,,ERS5320631,ERX4701627,S,S,,S,,S,S,S,,S,S,,,R,
ERR4831652,PRJEB41279,,,ERS5320640,ERX4701636,,S,,S,,,,R,S,,S,,,,
ERR4831654,PRJEB41279,,,ERS5320642,ERX4701638,,,,S,,,,,,S,,,,,
ERR4828354,PRJEB41241,,,ERS5317427,ERX4698338,S,S,,,,,S,S,S,S,S,,,S,
ERR4828394,PRJEB41241,,,ERS5317467,ERX4698378,S,S,,S,S,S,,R,S,S,S,S,,S,
ERR4828370,PRJEB41241,,,ERS5317443,ERX4698354,S,S,,S,S,S,,S,S,S,,S,,S,
ERR4828381,PRJEB41241,,,ERS5317454,ERX4698365,,S,,S,S,,R,R,S,S,,,,,
ERR4828393,PRJEB41241,,,ERS5317466,ERX4698377,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828392,PRJEB41241,,,ERS5317465,ERX4698376,S,S,,S,,S,,S,S,S,,,,,
ERR4828382,PRJEB41241,,,ERS5317455,ERX4698366,,S,,,S,,,S,S,,,,,,
ERR4828396,PRJEB41241,,,ERS5317469,ERX4698380,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828402,PRJEB41241,,,ERS5317475,ERX4698386,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828401,PRJEB41241,,,ERS5317474,ERX4698385,S,S,,,S,S,S,S,S,S,S,,,S,
ERR4828395,PRJEB41241,,,ERS5317468,ERX4698379,,S,,S,S,S,S,S,,S,,,,S,
ERR4828397,PRJEB41241,,,ERS5317470,ERX4698381,S,,,,S,S,,R,S,S,,,,S,
ERR4828398,PRJEB41241,,,ERS5317471,ERX4698382,S,S,,,S,R,,S,S,S,S,S,,S,
ERR4828399,PRJEB41241,,,ERS5317472,ERX4698383,S,S,,,S,,S,R,S,S,,,,S,
ERR4828400,PRJEB41241,,,ERS5317473,ERX4698384,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828427,PRJEB41241,,,ERS5317500,ERX4698411,S,S,,,S,S,,S,S,S,,S,,S,
ERR4828428,PRJEB41241,,,ERS5317501,ERX4698412,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828421,PRJEB41241,,,ERS5317494,ERX4698405,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828566,PRJEB41241,,,ERS5317639,ERX4698550,S,S,,S,S,,,R,S,S,S,S,,S,
ERR4828436,PRJEB41241,,,ERS5317509,ERX4698420,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828429,PRJEB41241,,,ERS5317502,ERX4698413,S,,,,S,S,S,S,S,,S,,,S,
ERR4828430,PRJEB41241,,,ERS5317503,ERX4698414,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828555,PRJEB41241,,,ERS5317628,ERX4698539,S,S,,,,S,S,S,S,,,,,S,
ERR4828577,PRJEB41241,,,ERS5317650,ERX4698561,S,,,,S,,,,S,,,,,S,
ERR4828544,PRJEB41241,,,ERS5317617,ERX4698528,S,S,,,S,S,,S,S,S,,S,,S,
ERR4828504,PRJEB41241,,,ERS5317577,ERX4698488,S,,,S,S,R,,R,,S,,S,,S,
ERR4828465,PRJEB41241,,,ERS5317538,ERX4698449,S,S,,S,S,R,S,R,S,S,S,S,,S,
ERR4828503,PRJEB41241,,,ERS5317576,ERX4698487,,S,,,S,,,S,,,,S,,,
ERR4828585,PRJEB41241,,,ERS5317658,ERX4698569,S,S,,S,S,,S,S,S,,,S,,S,
ERR4828586,PRJEB41241,,,ERS5317659,ERX4698570,S,S,,S,S,S,,S,S,,,,,S,
ERR5917966,PRJEB44608,,,ERS6421860,ERX5559056,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR8975853,PRJEB44577,,SAMEA8718977,,ERX5544081,,S,,,,,R,,,,S,,,,
ERR8976013,PRJEB44577,,SAMEA8719136,,ERX5544240,,R,,,,R,,R,,,,,,R,
ERR4809318,PRJEB41191,,,ERS5298308,ERX4678858,S,S,,S,S,R,R,R,S,S,S,S,,R,
ERR4809159,PRJEB41191,,,ERS5298149,ERX4678699,R,S,,,S,S,,R,R,R,S,R,,R,
ERR8975000,PRJEB44577,,SAMEA8718252,,ERX5543358,S,S,,S,,,,R,S,,S,,R,R,
ERR8975001,PRJEB44577,,SAMEA8718253,,ERX5543359,S,S,,S,S,S,,R,S,S,S,S,,R,
ERR8975080,PRJEB44577,,SAMEA8718331,,ERX5543436,,S,,,S,S,S,,S,S,S,S,,,
ERR8975509,PRJEB44577,,SAMEA8718637,,ERX5543741,S,S,,,S,R,R,R,S,R,R,R,,R,
ERR5917967,PRJEB44608,,,ERS6421861,ERX5559057,S,S,,S,S,R,R,R,S,R,S,R,S,,
ERR8975512,PRJEB44577,,SAMEA8718640,,ERX5543744,S,S,,S,S,R,R,R,S,R,S,R,S,R,
ERR5917968,PRJEB44608,,,ERS6421862,ERX5559058,,,,,,S,,,,S,,,R,,
ERR8975702,PRJEB44577,,SAMEA8718828,,ERX5543932,,,,,,,S,R,,R,,R,,R,
ERR8975717,PRJEB44577,,SAMEA8718843,,ERX5543947,,S,,S,,S,,R,S,,S,,,R,
ERR8975711,PRJEB44577,,SAMEA8718837,,ERX5543941,,S,,S,S,S,S,R,S,R,S,,,,
ERR8975946,PRJEB44577,,SAMEA8719069,,ERX5544173,,S,,,,S,,R,S,,S,S,,R,
ERR8975948,PRJEB44577,,SAMEA8719071,,ERX5544175,,S,,S,,R,R,R,S,R,,,,R,
ERR8975812,PRJEB44577,,SAMEA8718936,,ERX5544040,,,,,,,,,R,,,R,,R,
ERR8975721,PRJEB44577,,SAMEA8718847,,ERX5543951,,,,,S,S,,,,,,,,S,
ERR8975915,PRJEB44577,,SAMEA8719039,,ERX5544143,,R,,,,,,R,S,,,R,,R,
ERR8975757,PRJEB44577,,SAMEA8718883,,ERX5543987,,R,,,,,,,S,S,,S,,R,
ERR8975794,PRJEB44577,,SAMEA8718919,,ERX5544023,,,,,,,,S,,,,S,,R,
ERR8975810,PRJEB44577,,SAMEA8718935,,ERX5544039,,S,,S,,R,,,,R,,R,,R,
ERR8975914,PRJEB44577,,SAMEA8719038,,ERX5544142,,S,,,,,,,S,,,,,R,
ERR8975942,PRJEB44577,,SAMEA8719066,,ERX5544170,,S,,,,S,R,R,S,S,,,,R,
ERR8975815,PRJEB44577,,SAMEA8718939,,ERX5544043,,S,,S,,,S,S,S,,S,,,,
ERR8975797,PRJEB44577,,SAMEA8718922,,ERX5544026,,S,,S,S,S,R,R,S,,S,,,R,
ERR8975003,PRJEB44577,,SAMEA8718255,,ERX5543361,S,,,,,R,S,S,S,S,S,S,R,R,
ERR5917969,PRJEB44608,,,ERS6421863,ERX5559059,S,S,,S,S,S,R,R,S,R,S,R,R,,
ERR8975737,PRJEB44577,,SAMEA8718863,,ERX5543967,,S,,,,,,S,,,,,,,
ERR8975653,PRJEB44577,,SAMEA8718780,,ERX5543884,,,,,,,,,,,,,S,,
ERR8975681,PRJEB44577,,SAMEA8718807,,ERX5543911,,S,,S,,R,S,R,S,,,S,S,R,
ERR8975513,PRJEB44577,,SAMEA8718641,,ERX5543745,S,S,,S,S,S,S,S,S,,S,,S,R,
ERR8975712,PRJEB44577,,SAMEA8718838,,ERX5543942,,S,,S,,,,R,,,S,,S,R,
ERR8975698,PRJEB44577,,SAMEA8718824,,ERX5543928,R,,,,,R,R,R,R,,,,,R,
ERR8975947,PRJEB44577,,SAMEA8719070,,ERX5544174,S,R,,,,S,S,S,S,S,S,,,R,
ERR8975738,PRJEB44577,,SAMEA8718864,,ERX5543968,,S,,S,,,R,,,R,,R,,R,
ERR8975716,PRJEB44577,,SAMEA8718842,,ERX5543946,,R,,,,,S,,,,S,,,R,
ERR8975795,PRJEB44577,,SAMEA8718920,,ERX5544024,S,S,,,,S,R,R,,,,S,,R,
ERR8975724,PRJEB44577,,SAMEA8718850,,ERX5543954,,,,,,,R,R,,,,,,R,
ERR8975004,PRJEB44577,,SAMEA8718256,,ERX5543362,R,S,,S,S,S,,R,R,S,S,S,,,
ERR8975758,PRJEB44577,,SAMEA8718884,,ERX5543988,,,,,,S,R,,,R,,,,R,
ERR8975682,PRJEB44577,,SAMEA8718808,,ERX5543912,S,S,,,,R,,R,R,R,,R,R,R,
ERR8975683,PRJEB44577,,SAMEA8718809,,ERX5543913,S,S,,S,,S,R,R,S,S,S,S,,,
ERR8976079,PRJEB44577,,SAMEA8719202,,ERX5544305,S,S,,S,S,S,,R,,,,,,R,
ERR8975638,PRJEB44577,,SAMEA8718765,,ERX5543869,,S,,,S,,S,S,,S,S,,,,
ERR8975759,PRJEB44577,,SAMEA8718885,,ERX5543989,S,S,,,,S,S,S,S,S,,,,,
ERR8975514,PRJEB44577,,SAMEA8718642,,ERX5543746,S,S,,,S,,,,S,S,S,,S,R,
ERR8975814,PRJEB44577,,SAMEA8718938,,ERX5544042,,S,,,,,,,R,,,,,,
ERR8975809,PRJEB44577,,SAMEA8718934,,ERX5544038,,S,,,,,S,R,,,,,,R,
ERR8976080,PRJEB44577,,SAMEA8719203,,ERX5544306,,S,,,S,S,S,S,S,,,,,S,
ERR8975760,PRJEB44577,,SAMEA8718886,,ERX5543990,R,,,,,R,R,R,R,,S,,,R,
ERR8975699,PRJEB44577,,SAMEA8718825,,ERX5543929,,S,,,,,S,R,,S,,,,R,
ERR8975005,PRJEB44577,,SAMEA8718257,,ERX5543363,R,S,,S,S,S,,,R,,S,S,,,
ERR8975006,PRJEB44577,,SAMEA8718258,,ERX5543364,R,S,,S,S,S,R,R,R,R,S,R,,R,
ERR8975007,PRJEB44577,,SAMEA8718259,,ERX5543365,R,S,,S,S,S,R,S,R,R,S,R,,S,
ERR8975008,PRJEB44577,,SAMEA8718260,,ERX5543366,R,S,,S,S,S,R,R,R,R,S,,,R,
ERR8975009,PRJEB44577,,SAMEA8718261,,ERX5543367,S,S,,S,S,S,S,S,,S,S,S,,R,
ERR8975010,PRJEB44577,,SAMEA8718262,,ERX5543368,S,S,,S,S,S,R,R,S,S,S,S,,R,
ERR8975011,PRJEB44577,,SAMEA8718263,,ERX5543369,S,S,,S,S,S,S,,S,S,S,S,,S,
ERR8975012,PRJEB44577,,SAMEA8718264,,ERX5543370,S,S,,S,S,S,S,R,S,,S,S,,R,
ERR8975013,PRJEB44577,,SAMEA8718265,,ERX5543371,S,S,,,,S,S,R,S,S,S,S,,R,
ERR5917970,PRJEB44608,,,ERS6421864,ERX5559060,,,,,,,,,,,,,R,,
ERR5917971,PRJEB44608,,,ERS6421865,ERX5559061,S,S,,R,,S,S,R,S,S,S,,S,,
ERR8975639,PRJEB44577,,SAMEA8718766,,ERX5543870,S,S,,S,S,S,S,R,S,,,S,,S,
ERR8975725,PRJEB44577,,SAMEA8718851,,ERX5543955,,S,,,,R,S,R,S,,,,,,
ERR8975726,PRJEB44577,,SAMEA8718852,,ERX5543956,,,,,,,,S,S,,S,,S,,
ERR8975816,PRJEB44577,,SAMEA8718940,,ERX5544044,,S,,S,,,S,R,S,,,,,,
ERR8975981,PRJEB44577,,SAMEA8719104,,ERX5544208,,S,,R,S,S,S,S,S,S,,,,R,
ERR8975014,PRJEB44577,,SAMEA8718266,,ERX5543372,S,S,,,S,R,R,R,,R,S,R,,R,
ERR4809086,PRJEB41191,,,ERS5298076,ERX4678626,S,S,,S,S,S,,S,S,,S,S,,S,
ERR5917972,PRJEB44608,,,ERS6421866,ERX5559062,,,,,,R,,R,,,,,,R,
ERR8975978,PRJEB44577,,SAMEA8719101,,ERX5544205,,,,,,R,R,R,,,,,,R,
ERR8975016,PRJEB44577,,SAMEA8718268,,ERX5543374,R,S,,S,S,S,R,R,R,S,S,,,R,
ERR8975950,PRJEB44577,,SAMEA8719073,,ERX5544177,R,S,,S,,,R,R,R,R,,R,,R,
