run,bioproject,study,biosample,sample,experiment,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
ERR4828238,PRJEB41241,,,ERS5317311,ERX4698222,S,S,,S,S,S,S,,S,S,,,,,
ERR4828242,PRJEB41241,,,ERS5317315,ERX4698226,S,,,S,S,S,S,S,S,,,,,S,
ERR4828248,PRJEB41241,,,ERS5317321,ERX4698232,S,,,S,S,S,S,S,S,S,S,S,,S,
ERR4828245,PRJEB41241,,,ERS5317318,ERX4698229,S,S,,S,S,S,,R,S,S,S,,,S,
ERR4828251,PRJEB41241,,,ERS5317324,ERX4698235,,S,,S,S,S,,R,S,S,S,,,S,
ERR4828253,PRJEB41241,,,ERS5317326,ERX4698237,S,,,R,S,S,S,S,S,S,S,S,,S,
ERR4828270,PRJEB41241,,,ERS5317343,ERX4698254,,S,,,S,S,S,S,S,S,,S,,S,
ERR4828271,PRJEB41241,,,ERS5317344,ERX4698255,S,S,,S,S,S,,S,S,S,,S,,S,
ERR4828281,PRJEB41241,,,ERS5317354,ERX4698265,S,S,,S,S,S,S,,S,S,S,S,,S,
ERR4828288,PRJEB41241,,,ERS5317361,ERX4698272,S,S,,S,S,S,,R,S,S,S,S,,S,
ERR4828285,PRJEB41241,,,ERS5317358,ERX4698269,,S,,,S,S,,S,S,,S,S,,,
ERR4828289,PRJEB41241,,,ERS5317362,ERX4698273,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828300,PRJEB41241,,,ERS5317373,ERX4698284,S,,,S,S,,S,S,S,S,S,S,,S,
ERR4828308,PRJEB41241,,,ERS5317381,ERX4698292,S,S,,S,S,S,S,R,S,S,S,,,S,
ERR4828318,PRJEB41241,,,ERS5317391,ERX4698302,S,S,,S,S,S,S,,S,S,S,S,,S,
ERR4828321,PRJEB41241,,,ERS5317394,ERX4698305,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828313,PRJEB41241,,,ERS5317386,ERX4698297,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828312,PRJEB41241,,,ERS5317385,ERX4698296,S,S,,S,S,S,,S,S,S,,S,,S,
ERR4828143,PRJEB41241,,,ERS5317216,ERX4698127,S,S,,,S,S,S,S,,S,S,,,S,
ERR4828149,PRJEB41241,,,ERS5317222,ERX4698133,S,,,,,,S,S,S,,S,S,,,
ERR4828150,PRJEB41241,,,ERS5317223,ERX4698134,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828152,PRJEB41241,,,ERS5317225,ERX4698136,S,S,,,S,S,S,S,S,S,S,S,,S,
ERR4828155,PRJEB41241,,,ERS5317228,ERX4698139,S,S,,,,,,,S,S,,,,S,
ERR4828159,PRJEB41241,,,ERS5317232,ERX4698143,S,S,,,,S,,,,,,S,,,
ERR4828161,PRJEB41241,,,ERS5317234,ERX4698145,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828202,PRJEB41241,,,ERS5317275,ERX4698186,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828165,PRJEB41241,,,ERS5317238,ERX4698149,S,S,,S,S,S,S,S,,S,S,S,,S,
ERR4828176,PRJEB41241,,,ERS5317249,ERX4698160,S,S,,,S,S,S,S,,S,S,S,,S,
ERR4828177,PRJEB41241,,,ERS5317250,ERX4698161,,S,,,S,S,S,S,S,S,S,,,S,
ERR4828201,PRJEB41241,,,ERS5317274,ERX4698185,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828183,PRJEB41241,,,ERS5317256,ERX4698167,S,S,,,S,S,,S,S,S,S,S,,S,
ERR4828206,PRJEB41241,,,ERS5317279,ERX4698190,S,S,,S,S,S,,R,S,S,S,,,S,
ERR4828233,PRJEB41241,,,ERS5317306,ERX4698217,S,,,,,S,S,S,,,,,,S,
ERR4828266,PRJEB41241,,,ERS5317339,ERX4698250,S,S,,S,S,S,S,S,,S,,S,,S,
ERR4828276,PRJEB41241,,,ERS5317349,ERX4698260,S,,,S,S,S,S,S,S,S,S,,,S,
ERR4828284,PRJEB41241,,,ERS5317357,ERX4698268,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828290,PRJEB41241,,,ERS5317363,ERX4698274,S,S,,S,S,,S,S,S,S,,S,,S,
ERR4828295,PRJEB41241,,,ERS5317368,ERX4698279,S,S,,S,,S,S,S,S,S,S,S,,S,
ERR4828296,PRJEB41241,,,ERS5317369,ERX4698280,S,S,,,S,S,S,S,S,S,S,S,,S,
ERR4828303,PRJEB41241,,,ERS5317376,ERX4698287,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828307,PRJEB41241,,,ERS5317380,ERX4698291,S,S,,S,S,S,S,S,S,,S,S,,S,
ERR4828319,PRJEB41241,,,ERS5317392,ERX4698303,S,,,,S,S,S,R,S,S,S,S,,S,
ERR4828310,PRJEB41241,,,ERS5317383,ERX4698294,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828309,PRJEB41241,,,ERS5317382,ERX4698293,S,S,,,S,,S,S,S,,S,S,,S,
ERR4828315,PRJEB41241,,,ERS5317388,ERX4698299,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828326,PRJEB41241,,,ERS5317399,ERX4698310,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828325,PRJEB41241,,,ERS5317398,ERX4698309,S,S,,S,S,S,,S,S,,S,S,,S,
ERR4828147,PRJEB41241,,,ERS5317220,ERX4698131,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828153,PRJEB41241,,,ERS5317226,ERX4698137,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828154,PRJEB41241,,,ERS5317227,ERX4698138,S,S,,S,S,S,,S,R,S,S,S,,S,
ERR4828181,PRJEB41241,,,ERS5317254,ERX4698165,S,S,,S,,S,,R,S,S,S,,,R,
ERR4828182,PRJEB41241,,,ERS5317255,ERX4698166,S,S,,S,S,S,S,S,S,S,,,,S,
ERR4828184,PRJEB41241,,,ERS5317257,ERX4698168,S,S,,S,S,S,S,S,S,S,S,S,,,
ERR4828192,PRJEB41241,,,ERS5317265,ERX4698176,S,,,,,,,S,,,,,,,
ERR4828191,PRJEB41241,,,ERS5317264,ERX4698175,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828196,PRJEB41241,,,ERS5317269,ERX4698180,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828212,PRJEB41241,,,ERS5317285,ERX4698196,S,,,,S,S,S,S,S,S,S,,,,
ERR4828228,PRJEB41241,,,ERS5317301,ERX4698212,,,,S,S,S,S,S,S,,S,S,,S,
ERR4828222,PRJEB41241,,,ERS5317295,ERX4698206,,S,,,S,S,,S,,,S,S,,,
ERR4828223,PRJEB41241,,,ERS5317296,ERX4698207,S,S,,S,S,R,S,S,S,S,,S,,S,
ERR4828241,PRJEB41241,,,ERS5317314,ERX4698225,S,S,,S,S,S,,R,S,S,,S,,S,
ERR4828246,PRJEB41241,,,ERS5317319,ERX4698230,S,S,,S,S,S,S,S,S,S,,,,S,
ERR4828249,PRJEB41241,,,ERS5317322,ERX4698233,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828254,PRJEB41241,,,ERS5317327,ERX4698238,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828255,PRJEB41241,,,ERS5317328,ERX4698239,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828262,PRJEB41241,,,ERS5317335,ERX4698246,S,S,,S,S,S,S,S,S,,,S,,S,
ERR4828261,PRJEB41241,,,ERS5317334,ERX4698245,S,S,,,S,S,S,S,S,S,,S,,S,
ERR4828280,PRJEB41241,,,ERS5317353,ERX4698264,S,S,,,,,,,,,,,,,
ERR4828277,PRJEB41241,,,ERS5317350,ERX4698261,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828282,PRJEB41241,,,ERS5317355,ERX4698266,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828301,PRJEB41241,,,ERS5317374,ERX4698285,S,S,,S,S,R,S,S,S,S,S,S,,S,
ERR4828146,PRJEB41241,,,ERS5317219,ERX4698130,S,S,,,S,S,,R,S,S,S,S,,S,
ERR4828151,PRJEB41241,,,ERS5317224,ERX4698135,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828156,PRJEB41241,,,ERS5317229,ERX4698140,S,S,,S,S,S,,R,,S,S,S,,S,
ERR4828157,PRJEB41241,,,ERS5317230,ERX4698141,,S,,,,,,R,S,S,,S,,,
ERR4828167,PRJEB41241,,,ERS5317240,ERX4698151,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828168,PRJEB41241,,,ERS5317241,ERX4698152,S,S,,S,S,S,S,S,,S,S,S,,S,
ERR4828170,PRJEB41241,,,ERS5317243,ERX4698154,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828174,PRJEB41241,,,ERS5317247,ERX4698158,S,,,S,S,S,S,S,S,S,S,S,,S,
ERR4828189,PRJEB41241,,,ERS5317262,ERX4698173,S,S,,S,S,S,S,,S,S,S,S,,S,
ERR4828195,PRJEB41241,,,ERS5317268,ERX4698179,,S,,,S,S,S,R,S,S,S,S,,S,
ERR4828198,PRJEB41241,,,ERS5317271,ERX4698182,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828199,PRJEB41241,,,ERS5317272,ERX4698183,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828204,PRJEB41241,,,ERS5317277,ERX4698188,S,,,S,S,S,S,S,S,S,,,,S,
ERR4828208,PRJEB41241,,,ERS5317281,ERX4698192,S,S,,S,S,,S,S,S,,S,,,S,
ERR4828210,PRJEB41241,,,ERS5317283,ERX4698194,,S,,,S,,S,S,,,,,,S,
ERR4828216,PRJEB41241,,,ERS5317289,ERX4698200,S,,,,S,S,,S,S,S,S,S,,S,
ERR4828218,PRJEB41241,,,ERS5317291,ERX4698202,S,S,,S,,S,S,S,S,S,,S,,S,
ERR4828219,PRJEB41241,,,ERS5317292,ERX4698203,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828230,PRJEB41241,,,ERS5317303,ERX4698214,S,,,S,,S,S,S,S,,S,S,,S,
ERR4828231,PRJEB41241,,,ERS5317304,ERX4698215,S,S,,S,S,S,,S,S,S,,,,S,
ERR4828239,PRJEB41241,,,ERS5317312,ERX4698223,S,S,,,S,S,,R,S,,S,,,S,
ERR4828256,PRJEB41241,,,ERS5317329,ERX4698240,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828260,PRJEB41241,,,ERS5317333,ERX4698244,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828263,PRJEB41241,,,ERS5317336,ERX4698247,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828264,PRJEB41241,,,ERS5317337,ERX4698248,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828265,PRJEB41241,,,ERS5317338,ERX4698249,,,,,S,S,,S,,S,,,,S,
ERR4828274,PRJEB41241,,,ERS5317347,ERX4698258,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828269,PRJEB41241,,,ERS5317342,ERX4698253,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828273,PRJEB41241,,,ERS5317346,ERX4698257,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828278,PRJEB41241,,,ERS5317351,ERX4698262,S,S,,,S,R,,,S,S,,S,,R,
ERR4828286,PRJEB41241,,,ERS5317359,ERX4698270,S,S,,,S,S,,S,S,S,S,S,,S,
ERR4828294,PRJEB41241,,,ERS5317367,ERX4698278,,,,S,S,S,,S,,S,,S,,,
ERR4828164,PRJEB41241,,,ERS5317237,ERX4698148,S,S,,S,S,,S,S,S,S,S,S,,S,
ERR4828185,PRJEB41241,,,ERS5317258,ERX4698169,S,S,,S,S,S,S,S,,,S,S,,S,
ERR4828190,PRJEB41241,,,ERS5317263,ERX4698174,,S,,S,S,,S,,S,,,S,,S,
ERR4828207,PRJEB41241,,,ERS5317280,ERX4698191,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828224,PRJEB41241,,,ERS5317297,ERX4698208,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828226,PRJEB41241,,,ERS5317299,ERX4698210,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828232,PRJEB41241,,,ERS5317305,ERX4698216,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828234,PRJEB41241,,,ERS5317307,ERX4698218,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828237,PRJEB41241,,,ERS5317310,ERX4698221,S,S,,,S,S,S,S,S,,S,,,S,
ERR4828247,PRJEB41241,,,ERS5317320,ERX4698231,R,S,,,S,R,,R,S,,R,,,,
ERR4828250,PRJEB41241,,,ERS5317323,ERX4698234,S,S,,S,S,S,,,,S,S,,,S,
ERR4828259,PRJEB41241,,,ERS5317332,ERX4698243,S,S,,R,S,S,S,S,S,S,S,S,,S,
ERR4828283,PRJEB41241,,,ERS5317356,ERX4698267,S,S,,,S,S,S,,S,S,,S,,S,
ERR4828279,PRJEB41241,,,ERS5317352,ERX4698263,S,S,,S,S,S,S,S,S,,,,,S,
ERR4828291,PRJEB41241,,,ERS5317364,ERX4698275,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828292,PRJEB41241,,,ERS5317365,ERX4698276,S,S,,,S,S,S,S,S,S,,,,S,
ERR4828293,PRJEB41241,,,ERS5317366,ERX4698277,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828304,PRJEB41241,,,ERS5317377,ERX4698288,S,S,,,S,S,,S,S,S,,,,S,
ERR4828335,PRJEB41241,,,ERS5317408,ERX4698319,,S,,,S,S,S,R,S,S,,S,,S,
ERR4828337,PRJEB41241,,,ERS5317410,ERX4698321,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828367,PRJEB41241,,,ERS5317440,ERX4698351,S,S,,,S,S,S,S,,S,S,S,,S,
ERR4828605,PRJEB41241,,,ERS5317678,ERX4698589,S,,,S,S,,,S,S,,,S,,,
ERR4828378,PRJEB41241,,,ERS5317451,ERX4698362,S,S,,S,S,S,,R,S,S,,S,,S,
ERR4828417,PRJEB41241,,,ERS5317490,ERX4698401,,S,,S,,S,,S,,S,S,S,,S,
ERR4828415,PRJEB41241,,,ERS5317488,ERX4698399,S,S,,,S,R,S,R,S,S,,,,S,
ERR4828490,PRJEB41241,,,ERS5317563,ERX4698474,,S,,,S,S,S,S,,S,,,,S,
ERR4828358,PRJEB41241,,,ERS5317431,ERX4698342,,S,,,S,,,S,,S,,S,,S,
ERR4828329,PRJEB41241,,,ERS5317402,ERX4698313,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828328,PRJEB41241,,,ERS5317401,ERX4698312,,,,,S,S,S,S,S,,S,,,S,
ERR4828333,PRJEB41241,,,ERS5317406,ERX4698317,S,S,,S,S,S,,S,,,,,,S,
ERR4828330,PRJEB41241,,,ERS5317403,ERX4698314,,S,,,,,S,,S,,,S,,,
ERR4828332,PRJEB41241,,,ERS5317405,ERX4698316,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828336,PRJEB41241,,,ERS5317409,ERX4698320,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828345,PRJEB41241,,,ERS5317418,ERX4698329,,S,,S,S,S,S,S,,S,,S,,S,
ERR4828348,PRJEB41241,,,ERS5317421,ERX4698332,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828355,PRJEB41241,,,ERS5317428,ERX4698339,S,S,,S,S,S,R,R,S,S,S,S,,R,
ERR4828371,PRJEB41241,,,ERS5317444,ERX4698355,S,S,,S,S,S,R,S,S,S,,S,,R,
ERR4828380,PRJEB41241,,,ERS5317453,ERX4698364,S,S,,S,S,,S,S,S,S,S,S,,S,
ERR4828385,PRJEB41241,,,ERS5317458,ERX4698369,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828407,PRJEB41241,,,ERS5317480,ERX4698391,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828404,PRJEB41241,,,ERS5317477,ERX4698388,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828438,PRJEB41241,,,ERS5317511,ERX4698422,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828454,PRJEB41241,,,ERS5317527,ERX4698438,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828416,PRJEB41241,,,ERS5317489,ERX4698400,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828435,PRJEB41241,,,ERS5317508,ERX4698419,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828471,PRJEB41241,,,ERS5317544,ERX4698455,,,,S,,R,S,R,S,,S,,,S,
ERR4828334,PRJEB41241,,,ERS5317407,ERX4698318,S,S,,S,S,R,S,R,S,S,S,S,,S,
ERR4828339,PRJEB41241,,,ERS5317412,ERX4698323,S,S,,,S,R,,R,S,,S,,,,
ERR4828356,PRJEB41241,,,ERS5317429,ERX4698340,,S,,,S,S,,S,,S,,S,,S,
ERR4828403,PRJEB41241,,,ERS5317476,ERX4698387,,S,,S,S,,S,S,,S,S,S,,S,
ERR4828426,PRJEB41241,,,ERS5317499,ERX4698410,S,,,S,S,,S,S,,S,,S,,S,
ERR4828461,PRJEB41241,,,ERS5317534,ERX4698445,S,S,,S,S,,S,,S,S,S,,,S,
ERR4828437,PRJEB41241,,,ERS5317510,ERX4698421,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828440,PRJEB41241,,,ERS5317513,ERX4698424,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4828342,PRJEB41241,,,ERS5317415,ERX4698326,S,S,,S,S,S,S,S,S,S,S,S,,,
ERR4828344,PRJEB41241,,,ERS5317417,ERX4698328,,,,,,S,S,,S,,,,,,
ERR4828341,PRJEB41241,,,ERS5317414,ERX4698325,S,,,S,S,S,S,S,S,S,,,,S,
ERR4828343,PRJEB41241,,,ERS5317416,ERX4698327,S,,,,S,S,,S,S,S,,,,S,
ERR4828347,PRJEB41241,,,ERS5317420,ERX4698331,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828352,PRJEB41241,,,ERS5317425,ERX4698336,S,S,,S,S,S,,S,S,S,S,,,S,
ERR4828346,PRJEB41241,,,ERS5317419,ERX4698330,S,S,,,S,S,S,S,S,S,,,,S,
ERR4828353,PRJEB41241,,,ERS5317426,ERX4698337,,,,S,S,,S,R,,,S,,,S,
ERR4828360,PRJEB41241,,,ERS5317433,ERX4698344,S,,,S,S,,,R,S,,S,,,R,
ERR4828351,PRJEB41241,,,ERS5317424,ERX4698335,S,,,S,S,S,,R,S,,,,,S,
ERR4828368,PRJEB41241,,,ERS5317441,ERX4698352,S,,,S,S,R,,R,S,S,,,,S,
ERR4828408,PRJEB41241,,,ERS5317481,ERX4698392,S,,,S,S,S,,S,S,,,,,S,
ERR4828366,PRJEB41241,,,ERS5317439,ERX4698350,S,S,,,S,S,S,S,S,S,S,S,,S,
ERR4828363,PRJEB41241,,,ERS5317436,ERX4698347,S,S,,,S,S,S,S,S,S,,,,S,
ERR4828362,PRJEB41241,,,ERS5317435,ERX4698346,S,S,,S,S,S,S,R,S,S,,S,,R,
ERR4828369,PRJEB41241,,,ERS5317442,ERX4698353,S,S,,S,S,S,S,S,S,R,,,,S,
ERR4828365,PRJEB41241,,,ERS5317438,ERX4698349,S,,,,,,,,S,,S,,,,
ERR4828361,PRJEB41241,,,ERS5317434,ERX4698345,,S,,,S,,S,S,,S,,S,,S,
ERR4828374,PRJEB41241,,,ERS5317447,ERX4698358,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828373,PRJEB41241,,,ERS5317446,ERX4698357,S,S,,,S,S,S,S,S,S,S,S,,S,
ERR4828375,PRJEB41241,,,ERS5317448,ERX4698359,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828372,PRJEB41241,,,ERS5317445,ERX4698356,,S,,S,S,S,S,S,,S,,,,S,
ERR4828411,PRJEB41241,,,ERS5317484,ERX4698395,S,S,,S,S,S,,R,S,S,S,S,,R,
ERR4828379,PRJEB41241,,,ERS5317452,ERX4698363,S,S,,,S,S,S,S,S,S,,,,S,
ERR4828377,PRJEB41241,,,ERS5317450,ERX4698361,S,S,,S,S,S,,R,S,,S,,,S,
ERR4828389,PRJEB41241,,,ERS5317462,ERX4698373,,S,,S,S,S,S,S,S,,,,,S,
ERR4828383,PRJEB41241,,,ERS5317456,ERX4698367,S,,,,,S,S,S,S,,S,,,S,
ERR4828390,PRJEB41241,,,ERS5317463,ERX4698374,,,,,S,R,,R,,S,,S,,R,
ERR4828386,PRJEB41241,,,ERS5317459,ERX4698370,,S,,S,S,S,S,S,,S,,,,S,
ERR4828387,PRJEB41241,,,ERS5317460,ERX4698371,,,,S,,,,S,,,,,,S,
ERR4828384,PRJEB41241,,,ERS5317457,ERX4698368,S,S,,,S,S,,S,S,,S,,,S,
ERR4828409,PRJEB41241,,,ERS5317482,ERX4698393,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828508,PRJEB41241,,,ERS5317581,ERX4698492,,S,,,,S,,,,S,,S,,S,
ERR4828412,PRJEB41241,,,ERS5317485,ERX4698396,,S,,,S,S,,R,S,,,,,,
ERR4828406,PRJEB41241,,,ERS5317479,ERX4698390,,S,,,,S,,,S,,S,S,,,
ERR4828410,PRJEB41241,,,ERS5317483,ERX4698394,S,S,,S,S,S,S,R,S,S,S,,,S,
ERR4828405,PRJEB41241,,,ERS5317478,ERX4698389,S,,,,S,,,S,,S,S,,,S,
ERR4828419,PRJEB41241,,,ERS5317492,ERX4698403,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828477,PRJEB41241,,,ERS5317550,ERX4698461,,,,,S,,,,,,,,,S,
ERR4828418,PRJEB41241,,,ERS5317491,ERX4698402,,S,,S,S,S,S,S,,S,,S,,S,
ERR4828451,PRJEB41241,,,ERS5317524,ERX4698435,,,,S,S,S,S,S,,S,,S,,S,
ERR4828466,PRJEB41241,,,ERS5317539,ERX4698450,,S,,S,S,S,S,S,,S,,S,,,
ERR4828413,PRJEB41241,,,ERS5317486,ERX4698397,,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828420,PRJEB41241,,,ERS5317493,ERX4698404,,S,,S,S,S,S,S,,S,,S,,S,
ERR4828439,PRJEB41241,,,ERS5317512,ERX4698423,,S,,,S,S,,S,S,S,S,S,,S,
ERR4828442,PRJEB41241,,,ERS5317515,ERX4698426,S,S,,R,S,S,S,S,,S,,,,,
ERR4828414,PRJEB41241,,,ERS5317487,ERX4698398,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828425,PRJEB41241,,,ERS5317498,ERX4698409,S,S,,S,S,S,S,S,S,,S,S,,S,
ERR4828431,PRJEB41241,,,ERS5317504,ERX4698415,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828423,PRJEB41241,,,ERS5317496,ERX4698407,S,S,,S,S,R,S,R,S,S,S,,,S,
ERR4828478,PRJEB41241,,,ERS5317551,ERX4698462,S,S,,S,S,R,S,R,S,S,S,S,,S,
ERR4828422,PRJEB41241,,,ERS5317495,ERX4698406,S,S,,S,S,R,S,R,S,S,S,S,,S,
ERR4828424,PRJEB41241,,,ERS5317497,ERX4698408,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828443,PRJEB41241,,,ERS5317516,ERX4698427,,,,,S,,,S,,,,,,S,
ERR4828491,PRJEB41241,,,ERS5317564,ERX4698475,,,,,S,,,,S,,,,,S,
ERR4828452,PRJEB41241,,,ERS5317525,ERX4698436,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828455,PRJEB41241,,,ERS5317528,ERX4698439,,S,,S,S,,S,R,,S,,S,,,
ERR4828464,PRJEB41241,,,ERS5317537,ERX4698448,,,,,,,S,,,,,,,,
ERR4828448,PRJEB41241,,,ERS5317521,ERX4698432,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828474,PRJEB41241,,,ERS5317547,ERX4698458,S,S,,S,S,S,,S,S,S,,S,,S,
ERR4828548,PRJEB41241,,,ERS5317621,ERX4698532,,S,,,,,,,,,,,,S,
ERR4828472,PRJEB41241,,,ERS5317545,ERX4698456,S,S,,S,S,S,S,S,S,,S,S,,S,
ERR4828476,PRJEB41241,,,ERS5317549,ERX4698460,S,S,,S,S,S,S,S,S,,,,,S,
ERR4828489,PRJEB41241,,,ERS5317562,ERX4698473,,S,,,S,,,S,,,,,,S,
ERR4828517,PRJEB41241,,,ERS5317590,ERX4698501,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828432,PRJEB41241,,,ERS5317505,ERX4698416,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828469,PRJEB41241,,,ERS5317542,ERX4698453,S,S,,S,S,S,,S,S,,S,,,S,
ERR4828473,PRJEB41241,,,ERS5317546,ERX4698457,S,S,,S,S,S,,S,S,,S,,,S,
ERR4828523,PRJEB41241,,,ERS5317596,ERX4698507,S,S,,S,S,,S,S,S,S,S,S,,S,
ERR4828463,PRJEB41241,,,ERS5317536,ERX4698447,S,S,,S,S,S,,R,S,,,,,S,
ERR4828496,PRJEB41241,,,ERS5317569,ERX4698480,S,S,,,S,S,,R,S,S,S,,,S,
ERR4828514,PRJEB41241,,,ERS5317587,ERX4698498,,,,,S,S,,R,,S,S,,,S,
ERR4828531,PRJEB41241,,,ERS5317604,ERX4698515,S,S,,S,S,S,,R,S,S,,,,S,
ERR4828479,PRJEB41241,,,ERS5317552,ERX4698463,S,S,,,S,R,,R,S,,S,S,,S,
ERR4828497,PRJEB41241,,,ERS5317570,ERX4698481,S,S,,S,S,S,S,R,S,S,S,S,,S,
ERR4828453,PRJEB41241,,,ERS5317526,ERX4698437,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4828486,PRJEB41241,,,ERS5317559,ERX4698470,,S,,S,S,,S,S,,,,,,S,
ERR4828456,PRJEB41241,,,ERS5317529,ERX4698440,S,S,,S,S,S,S,,S,S,S,,,S,
ERR4828467,PRJEB41241,,,ERS5317540,ERX4698451,S,,,S,S,S,S,R,S,S,S,S,,S,
ERR4828526,PRJEB41241,,,ERS5317599,ERX4698510,S,,,,S,,S,S,S,,S,S,,S,
ERR4828556,PRJEB41241,,,ERS5317629,ERX4698540,,,,,S,,,,,,,,,S,
ERR4828484,PRJEB41241,,,ERS5317557,ERX4698468,S,S,,,S,,,S,S,S,,,,S,
ERR4828500,PRJEB41241,,,ERS5317573,ERX4698484,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4828545,PRJEB41241,,,ERS5317618,ERX4698529,S,,,S,S,S,S,S,S,S,,S,,S,
ERR4828592,PRJEB41241,,,ERS5317665,ERX4698576,S,S,,S,S,,S,S,S,S,S,S,,S,
ERR4828433,PRJEB41241,,,ERS5317506,ERX4698417,S,S,,S,S,S,S,,S,S,S,,,S,
ERR4828434,PRJEB41241,,,ERS5317507,ERX4698418,S,S,,S,S,S,S,S,,S,S,S,,S,
ERR4828444,PRJEB41241,,,ERS5317517,ERX4698428,S,,,,S,S,S,S,S,,S,,,S,
ERR4828450,PRJEB41241,,,ERS5317523,ERX4698434,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828441,PRJEB41241,,,ERS5317514,ERX4698425,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4828449,PRJEB41241,,,ERS5317522,ERX4698433,,S,,S,S,S,S,S,,,,,,S,
ERR4828509,PRJEB41241,,,ERS5317582,ERX4698493,S,,,,,,,,S,,S,,,S,
ERR4828445,PRJEB41241,,,ERS5317518,ERX4698429,S,S,,S,S,,,S,S,,,S,,S,
