bioproject,biosample,run,bedaquiline,amikacin,ethambutol
PRJEB44577,SAMEA8718981,ERR8975857,S,,
PRJEB44577,SAMEA8718982,ERR8975858,S,,
PRJEB44577,SAMEA8718983,ERR8975859,S,,
PRJEB44577,SAMEA8718984,ERR8975860,S,,
PRJEB44577,SAMEA8718986,ERR8975862,S,,
PRJEB44577,SAMEA8718987,ERR8975863,S,,
PRJEB44577,SAMEA8718988,ERR8975864,S,,
PRJEB44577,SAMEA8718989,ERR8975865,R,,
PRJEB44577,SAMEA8718990,ERR8975866,S,,
PRJEB44577,SAMEA8718991,ERR8975867,S,,
PRJEB44577,SAMEA8718992,ERR8975868,S,,
PRJEB44577,SAMEA8718993,ERR8975869,S,,
PRJEB44577,SAMEA8718994,ERR8975870,S,,
PRJEB44577,SAMEA8718995,ERR8975871,S,,
PRJEB44577,SAMEA8718996,ERR8975872,S,,
PRJEB44577,SAMEA8718997,ERR8975873,S,,
PRJEB44577,SAMEA8718998,ERR8975874,S,,
PRJEB44577,SAMEA8718999,ERR8975875,S,,
PRJEB44577,SAMEA8719000,ERR8975876,S,,
PRJEB44577,SAMEA8719001,ERR8975877,S,,
PRJEB44577,SAMEA8719002,ERR8975878,S,,
PRJEB44577,SAMEA8719003,ERR8975879,S,,
PRJEB44577,SAMEA8719004,ERR8975880,S,,
PRJEB44577,SAMEA8719005,ERR8975881,S,,
PRJEB44577,SAMEA8719007,ERR8975883,S,,
PRJEB44577,SAMEA8719008,ERR8975884,S,,
PRJEB44577,SAMEA8719009,ERR8975885,S,,
PRJEB44577,SAMEA8719011,ERR8975887,S,,
PRJEB44577,SAMEA8719012,ERR8975888,S,,
PRJEB44577,SAMEA8719013,ERR8975889,S,,
PRJEB44577,SAMEA8719014,ERR8975890,S,,
PRJEB44577,SAMEA8719015,ERR8975891,S,,
PRJEB44577,SAMEA8719016,ERR8975892,S,,
PRJEB44577,SAMEA8719017,ERR8975893,S,,
PRJEB44577,SAMEA8719019,ERR8975895,S,,
PRJEB44577,SAMEA8719020,ERR8975896,S,,
PRJEB44577,SAMEA8719021,ERR8975897,S,,
PRJEB44577,SAMEA8719022,ERR8975898,S,,
PRJEB44577,SAMEA8719023,ERR8975899,S,,
PRJEB44577,SAMEA8719024,ERR8975900,S,,
PRJEB44577,SAMEA8719025,ERR8975901,S,,
PRJEB44577,SAMEA8719026,ERR8975902,S,,
PRJEB44577,SAMEA8719027,ERR8975903,S,,
PRJEB44577,SAMEA8719028,ERR8975904,S,,
PRJEB44577,SAMEA8719029,ERR8975905,S,,
PRJEB44577,SAMEA8719030,ERR8975906,S,,
PRJEB44577,SAMEA8719031,ERR8975907,S,,
PRJEB44577,SAMEA8719032,ERR8975908,S,,
PRJEB44577,SAMEA8719033,ERR8975909,S,,
PRJEB44577,SAMEA8719034,ERR8975910,S,,
PRJEB44577,SAMEA8719036,ERR8975912,S,,
PRJEB44577,SAMEA8719037,ERR8975913,S,,
PRJEB44577,SAMEA8719038,ERR8975914,S,,
PRJEB44577,SAMEA8719039,ERR8975915,R,,
PRJEB44577,SAMEA8719040,ERR8975916,R,,
PRJEB44577,SAMEA8719041,ERR8975917,S,,
PRJEB44577,SAMEA8719042,ERR8975918,S,,
PRJEB44577,SAMEA8719043,ERR8975919,S,,
PRJEB44577,SAMEA8719044,ERR8975920,R,,
PRJEB44577,SAMEA8719045,ERR8975921,S,,
PRJEB44577,SAMEA8719046,ERR8975922,S,,
PRJEB44577,SAMEA8719047,ERR8975923,S,,
PRJEB44577,SAMEA8719049,ERR8975925,S,,
PRJEB44577,SAMEA8719050,ERR8975926,S,,
PRJEB44577,SAMEA8719051,ERR8975927,S,,
PRJEB44577,SAMEA8719052,ERR8975928,S,,
PRJEB44577,SAMEA8719053,ERR8975929,S,,
PRJEB44577,SAMEA8719054,ERR8975930,S,,
PRJEB44577,SAMEA8719055,ERR8975931,S,,
PRJEB44577,SAMEA8719056,ERR8975932,S,,
PRJEB44577,SAMEA8719057,ERR8975933,S,,
PRJEB44577,SAMEA8719058,ERR8975934,S,,
PRJEB44577,SAMEA8719059,ERR8975935,S,,
PRJEB44577,SAMEA8719060,ERR8975936,S,,
PRJEB44577,SAMEA8719061,ERR8975937,S,,
PRJEB44577,SAMEA8719062,ERR8975938,S,,
PRJEB44577,SAMEA8719063,ERR8975939,S,,
PRJEB44577,SAMEA8719064,ERR8975940,R,,
PRJEB44577,SAMEA8719066,ERR8975942,S,,
PRJEB44577,SAMEA8719067,ERR8975943,S,,
PRJEB44577,SAMEA8719068,ERR8975945,S,,
PRJEB44577,SAMEA8719069,ERR8975946,S,,
PRJEB44577,SAMEA8719070,ERR8975947,R,,
PRJEB44577,SAMEA8719071,ERR8975948,S,,
PRJEB44577,SAMEA8719072,ERR8975949,R,,
PRJEB44577,SAMEA8719073,ERR8975950,S,,
PRJEB44577,SAMEA8719074,ERR8975951,S,,
PRJEB44577,SAMEA8719075,ERR8975952,S,,
PRJEB44577,SAMEA8719076,ERR8975953,S,,
PRJEB44577,SAMEA8719077,ERR8975954,S,,
PRJEB44577,SAMEA8719078,ERR8975955,S,,
PRJEB44577,SAMEA8719079,ERR8975956,S,,
PRJEB44577,SAMEA8719080,ERR8975957,S,,
PRJEB44577,SAMEA8719081,ERR8975958,S,,
PRJEB44577,SAMEA8719082,ERR8975959,S,,
PRJEB44577,SAMEA8719083,ERR8975960,S,,
PRJEB44577,SAMEA8719084,ERR8975961,S,,
PRJEB44577,SAMEA8719085,ERR8975962,S,,
PRJEB44577,SAMEA8719086,ERR8975963,S,,
PRJEB44577,SAMEA8719087,ERR8975964,S,,
PRJEB44577,SAMEA8719088,ERR8975965,S,,
PRJEB44577,SAMEA8719089,ERR8975966,S,,
PRJEB44577,SAMEA8719090,ERR8975967,S,,
PRJEB44577,SAMEA8719091,ERR8975968,S,,
PRJEB44577,SAMEA8719092,ERR8975969,S,,
PRJEB44577,SAMEA8719093,ERR8975970,S,,
PRJEB44577,SAMEA8719094,ERR8975971,S,,
PRJEB44577,SAMEA8719095,ERR8975972,S,,
PRJEB44577,SAMEA8719096,ERR8975973,S,,
PRJEB44577,SAMEA8719097,ERR8975974,S,,
PRJEB44577,SAMEA8719098,ERR8975975,S,,
PRJEB44577,SAMEA8719099,ERR8975976,S,,
PRJEB44577,SAMEA8719100,ERR8975977,S,,
PRJEB44577,SAMEA8719101,ERR8975978,S,,
PRJEB44577,SAMEA8719102,ERR8975979,S,,
PRJEB44577,SAMEA8719103,ERR8975980,S,,
PRJEB44577,SAMEA8719104,ERR8975981,S,,
PRJEB44577,SAMEA8719105,ERR8975982,S,,
PRJEB44577,SAMEA8719106,ERR8975983,S,,
PRJEB44577,SAMEA8719107,ERR8975984,S,,
PRJEB44577,SAMEA8719108,ERR8975985,S,,
PRJEB44577,SAMEA8719109,ERR8975986,S,,
PRJEB44577,SAMEA8719110,ERR8975987,S,,
PRJEB44577,SAMEA8719111,ERR8975988,S,,
PRJEB44577,SAMEA8719112,ERR8975989,S,,
PRJEB44577,SAMEA8719113,ERR8975990,S,,
PRJEB44577,SAMEA8719114,ERR8975991,R,,
PRJEB44577,SAMEA8719115,ERR8975992,S,,
PRJEB44577,SAMEA8719116,ERR8975993,S,,
PRJEB44577,SAMEA8719117,ERR8975994,S,,
PRJEB44577,SAMEA8719118,ERR8975995,S,,
PRJEB44577,SAMEA8719119,ERR8975996,S,,
PRJEB44577,SAMEA8719120,ERR8975997,S,,
PRJEB44577,SAMEA8719121,ERR8975998,S,,
PRJEB44577,SAMEA8719122,ERR8975999,S,,
PRJEB44577,SAMEA8719123,ERR8976000,S,,
PRJEB44577,SAMEA8719124,ERR8976001,S,,
PRJEB44577,SAMEA8719125,ERR8976002,S,,
PRJEB44577,SAMEA8719126,ERR8976003,S,,
PRJEB44577,SAMEA8719127,ERR8976004,S,,
PRJEB44577,SAMEA8719128,ERR8976005,S,,
PRJEB44577,SAMEA8719129,ERR8976006,S,,
PRJEB44577,SAMEA8719131,ERR8976008,S,,
PRJEB44577,SAMEA8719132,ERR8976009,S,,
PRJEB44577,SAMEA8719133,ERR8976010,S,,
PRJEB44577,SAMEA8719134,ERR8976011,S,,
PRJEB44577,SAMEA8719135,ERR8976012,S,,
PRJEB44577,SAMEA8719136,ERR8976013,R,,
PRJEB44577,SAMEA8719137,ERR8976014,R,,
PRJEB44577,SAMEA8719138,ERR8976015,S,,
PRJEB44577,SAMEA8719139,ERR8976016,S,,
PRJEB44577,SAMEA8719140,ERR8976017,S,,
PRJEB44577,SAMEA8719141,ERR8976018,S,,
PRJEB44577,SAMEA8719142,ERR8976019,S,,
PRJEB44577,SAMEA8719143,ERR8976021,S,,
PRJEB44577,SAMEA8719144,ERR8976022,S,,
PRJEB44577,SAMEA8719145,ERR8976023,S,,
PRJEB44577,SAMEA8719146,ERR8976024,S,,
PRJEB44577,SAMEA8719147,ERR8976025,S,,
PRJEB44577,SAMEA8719148,ERR8976026,S,,
PRJEB44577,SAMEA8719149,ERR8976027,S,,
PRJEB44577,SAMEA8719150,ERR8976028,S,,
PRJEB44577,SAMEA8719151,ERR8976029,S,,
PRJEB44577,SAMEA8719152,ERR8976030,S,,
PRJEB44577,SAMEA8719153,ERR8976031,S,,
PRJEB44577,SAMEA8719154,ERR8976032,S,,
PRJEB44577,SAMEA8719155,ERR8976033,S,,
PRJEB44577,SAMEA8719157,ERR8976035,S,,
PRJEB44577,SAMEA8719158,ERR8976036,S,,
PRJEB44577,SAMEA8719159,ERR8976037,S,,
PRJEB44577,SAMEA8719160,ERR8976038,S,,
PRJEB44577,SAMEA8719162,ERR8976040,S,,
PRJEB44577,SAMEA8719163,ERR8976041,S,,
PRJEB44577,SAMEA8719164,ERR8976042,S,,
PRJEB44577,SAMEA8719166,ERR8976044,S,,
PRJEB44577,SAMEA8719167,ERR8976045,S,,
PRJEB44577,SAMEA8719169,ERR8976046,R,,
PRJEB44577,SAMEA8719170,ERR8976047,R,,
PRJEB44577,SAMEA8719171,ERR8976048,S,,
PRJEB44577,SAMEA8719172,ERR8976049,S,,
PRJEB44577,SAMEA8719173,ERR8976050,S,,
PRJEB44577,SAMEA8719175,ERR8976052,S,,
PRJEB44577,SAMEA8719176,ERR8976053,S,,
PRJEB44577,SAMEA8719177,ERR8976054,S,,
PRJEB44577,SAMEA8719178,ERR8976055,S,,
PRJEB44577,SAMEA8719179,ERR8976056,S,,
PRJEB44577,SAMEA8719180,ERR8976057,S,,
PRJEB44577,SAMEA8719181,ERR8976058,S,,
PRJEB44577,SAMEA8719182,ERR8976059,S,,
PRJEB44577,SAMEA8719183,ERR8976060,S,,
PRJEB44577,SAMEA8719184,ERR8976061,S,,
PRJEB44577,SAMEA8719185,ERR8976062,S,,
PRJEB44577,SAMEA8719187,ERR8976064,S,,
PRJEB44577,SAMEA8719188,ERR8976065,S,,
PRJEB44577,SAMEA8719189,ERR8976066,S,,
PRJEB44577,SAMEA8719190,ERR8976067,S,,
PRJEB44577,SAMEA8719192,ERR8976069,S,,
PRJEB44577,SAMEA8719194,ERR8976071,S,,
PRJEB44577,SAMEA8719195,ERR8976072,S,,
PRJEB44577,SAMEA8719196,ERR8976073,S,,
PRJEB44577,SAMEA8719197,ERR8976074,S,,
PRJEB44577,SAMEA8719199,ERR8976076,S,,
PRJEB44577,SAMEA8719200,ERR8976077,S,,
PRJEB44577,SAMEA8719201,ERR8976078,S,,
PRJEB44577,SAMEA8719202,ERR8976079,S,,
PRJEB44577,SAMEA8719203,ERR8976080,S,,
PRJEB44577,SAMEA8719204,ERR8976081,S,,
PRJEB44577,SAMEA8719205,ERR8976082,S,,
PRJEB44577,SAMEA8719206,ERR8976083,S,,
PRJEB44577,SAMEA8719207,ERR8976084,S,,
PRJEB44577,SAMEA8719208,ERR8976085,S,,
PRJEB44577,SAMEA8719209,ERR8976086,S,,
PRJEB44577,SAMEA8719210,ERR8976087,S,,
PRJEB44577,SAMEA8719211,ERR8976088,S,,
PRJEB44577,SAMEA8719212,ERR8976089,S,,
PRJEB44577,SAMEA8719213,ERR8976090,S,,
PRJEB44577,SAMEA8719214,ERR8976091,S,,
PRJEB44577,SAMEA8719215,ERR8976092,R,,
PRJEB44577,SAMEA8719216,ERR8976093,S,,
PRJEB44577,SAMEA8719217,ERR8976094,S,,
PRJEB44577,SAMEA8719218,ERR8976095,S,,
PRJEB44577,SAMEA8719219,ERR8976096,S,,
PRJEB44577,SAMEA8719220,ERR8976097,S,,
PRJEB44577,SAMEA8719221,ERR8976098,S,,
PRJEB44577,SAMEA8719222,ERR8976099,S,,
PRJEB44577,SAMEA8719223,ERR8976100,S,,
PRJEB44577,SAMEA8719224,ERR8976101,S,,
PRJEB44577,SAMEA8719225,ERR8976102,S,,
PRJEB44577,SAMEA8719226,ERR8976103,S,,
PRJEB44577,SAMEA8719228,ERR8976104,S,,
PRJEB44577,SAMEA8719229,ERR8976105,S,,
PRJEB44577,SAMEA8719230,ERR8976106,S,,
PRJEB44577,SAMEA8719231,ERR8976107,S,,
PRJEB44577,SAMEA8719233,ERR8976108,S,,
PRJEB44577,SAMEA8719235,ERR8976109,S,,
PRJEB44577,SAMEA8719236,ERR8976110,S,,
PRJEB44577,SAMEA8719237,ERR8976111,S,,
PRJEB44577,SAMEA8719238,ERR8976112,S,,
PRJEB44577,SAMEA8719239,ERR8976113,S,,
PRJEB44577,SAMEA8719241,ERR8976114,S,,
PRJEB44577,SAMEA8719242,ERR8976115,S,,
PRJEB44577,SAMEA8719243,ERR8976116,S,,
PRJEB44577,SAMEA8719245,ERR8976117,S,,
PRJEB44577,SAMEA8719246,ERR8976118,S,,
PRJEB44577,SAMEA8719247,ERR8976119,S,,
PRJEB44577,SAMEA8719248,ERR8976120,S,,
PRJEB44577,SAMEA8719249,ERR8976121,S,,
PRJEB44577,SAMEA8719252,ERR8976123,S,,
PRJEB51043,SAMEA8741897,ERR8699087,S,,
PRJEB51043,SAMEA8741898,ERR8699088,S,,
PRJEB51043,SAMEA8741899,ERR8699089,S,,
PRJEB51043,SAMEA8741900,ERR8699090,S,,
PRJEB51043,SAMEA8741901,ERR8699091,S,,
PRJEB51043,SAMEA8741902,ERR8699092,S,,
PRJEB51043,SAMEA8741904,ERR8699094,S,,
PRJEB51043,SAMEA8741905,ERR8699095,S,,
PRJEB51043,SAMEA8741906,ERR8699096,S,,
PRJEB51043,SAMEA8741907,ERR8699097,S,,
PRJEB51043,SAMEA8741908,ERR8699098,S,,
PRJEB51043,SAMEA8741909,ERR8699099,S,,
PRJEB51043,SAMEA8741910,ERR8699100,S,,
PRJEB51043,SAMEA8741911,ERR8699101,S,,
PRJEB51043,SAMEA8741912,ERR8699103,S,,
PRJEB51043,SAMEA8741913,ERR8699104,S,,
PRJEB51043,SAMEA8741914,ERR8699105,S,,
PRJEB51043,SAMEA8741915,ERR8699106,S,,
PRJEB51043,SAMEA8741916,ERR8699107,S,,
PRJEB51043,SAMEA8741917,ERR8699108,S,,
PRJEB51043,SAMEA8741918,ERR8699109,S,,
PRJEB51043,SAMEA8741919,ERR8699110,S,,
PRJEB51043,SAMEA8741920,ERR8699111,S,,
PRJEB51043,SAMEA8741921,ERR8699112,S,,
PRJEB51043,SAMEA8741922,ERR8699113,S,,
PRJEB51043,SAMEA8741923,ERR8699114,S,,
PRJEB51043,SAMEA8741924,ERR8699115,S,,
PRJEB51043,SAMEA8741925,ERR8699116,S,,
PRJEB51043,SAMEA8741926,ERR8699117,S,,
PRJEB51043,SAMEA8741927,ERR8699118,S,,
PRJEB51043,SAMEA8741928,ERR8699119,S,,
PRJEB51043,SAMEA8741929,ERR8699120,S,,
PRJEB51043,SAMEA8741931,ERR8699122,S,,
PRJEB51043,SAMEA8741932,ERR8699123,S,,
PRJEB51043,SAMEA8741933,ERR8699124,S,,
PRJEB51043,SAMEA8741935,ERR8699127,S,,
PRJEB51043,SAMEA8741936,ERR8699128,S,,
PRJEB51043,SAMEA8741938,ERR8699130,S,,
PRJEB51043,SAMEA8741939,ERR8699131,S,,
PRJEB51043,SAMEA8741941,ERR8699133,S,,
PRJEB51043,SAMEA8741944,ERR8699136,S,,
PRJEB51043,SAMEA8741945,ERR8699137,S,,
PRJEB51043,SAMEA8741946,ERR8699138,S,,
PRJEB51043,SAMEA8741947,ERR8699139,S,,
PRJEB51043,SAMEA8741948,ERR8699140,S,,
PRJEB51043,SAMEA8741949,ERR8699141,S,,
PRJEB51043,SAMEA8741950,ERR8699142,S,,
PRJEB51043,SAMEA8741951,ERR8699143,S,,
PRJEB51043,SAMEA8741952,ERR8699144,S,,
PRJEB51043,SAMEA8741953,ERR8699145,S,,
PRJEB51043,SAMEA8741955,ERR8699147,S,,
PRJEB51043,SAMEA8741956,ERR8699148,S,,
PRJEB51043,SAMEA8741957,ERR8699149,S,,
PRJEB51043,SAMEA8741958,ERR8699150,S,,
PRJEB51043,SAMEA8741959,ERR8699151,S,,
PRJEB51043,SAMEA8741960,ERR8699152,S,,
PRJEB51043,SAMEA8741961,ERR8699154,S,,
PRJEB51043,SAMEA8741962,ERR8699155,S,,
PRJEB51043,SAMEA8741963,ERR8699156,S,,
PRJEB51043,SAMEA8741964,ERR8699157,S,,
PRJEB51043,SAMEA8741965,ERR8699158,S,,
PRJEB51043,SAMEA8741966,ERR8699159,S,,
PRJEB51043,SAMEA8741967,ERR8699160,S,,
PRJEB51043,SAMEA8741968,ERR8699161,S,,
PRJEB51043,SAMEA8741969,ERR8699162,S,,
PRJEB51043,SAMEA8741970,ERR8699163,S,,
PRJEB51043,SAMEA8741971,ERR8699164,S,,
PRJEB51043,SAMEA8741977,ERR8699170,S,,
PRJEB51043,SAMEA8741978,ERR8699171,S,,
PRJEB51043,SAMEA8741982,ERR8699175,S,,
PRJEB51043,SAMEA8741983,ERR8699176,S,,
PRJEB51043,SAMEA8741984,ERR8699177,S,,
PRJEB51043,SAMEA8741985,ERR8699178,S,,
PRJEB51043,SAMEA8741986,ERR8699179,S,,
PRJEB51043,SAMEA8741987,ERR8699180,S,,
PRJEB51043,SAMEA8741988,ERR8699181,S,,
PRJEB51043,SAMEA8741989,ERR8699182,S,,
PRJEB51043,SAMEA8741990,ERR8699183,S,,
PRJEB51043,SAMEA8741991,ERR8699184,S,,
PRJEB51043,SAMEA8741992,ERR8699185,S,,
PRJEB51043,SAMEA8741994,ERR8699187,S,,
PRJEB51043,SAMEA8741995,ERR8699188,S,,
PRJEB51043,SAMEA8741996,ERR8699189,S,,
PRJEB51043,SAMEA8741998,ERR8699191,S,,
PRJEB51043,SAMEA8741999,ERR8699192,S,,
PRJEB51043,SAMEA8742000,ERR8699193,S,,
PRJEB51043,SAMEA8742001,ERR8699194,S,,
PRJEB51043,SAMEA8742002,ERR8699195,S,,
PRJEB51043,SAMEA8742005,ERR8699198,S,,
PRJEB51043,SAMEA8742006,ERR8699199,S,,
PRJEB51043,SAMEA8742008,ERR8699201,S,,
PRJEB51043,SAMEA8742010,ERR8699204,S,,
PRJEB51043,SAMEA8742011,ERR8699205,S,,
PRJEB51043,SAMEA8742012,ERR8699206,S,,
PRJEB51043,SAMEA8742013,ERR8699207,S,,
PRJEB51043,SAMEA8742014,ERR8699208,S,,
PRJEB51043,SAMEA8742015,ERR8699209,S,,
PRJEB51043,SAMEA8742016,ERR8699210,S,,
PRJEB51043,SAMEA8742018,ERR8699212,S,,
PRJEB51043,SAMEA8742019,ERR8699213,S,,
PRJEB51043,SAMEA8742020,ERR8699214,S,,
PRJEB51043,SAMEA8742021,ERR8699215,S,,
PRJEB51043,SAMEA8742022,ERR8699216,S,,
PRJEB51043,SAMEA8742024,ERR8699218,S,,
PRJEB51043,SAMEA8742025,ERR8699219,S,,
PRJEB51043,SAMEA8742026,ERR8699220,S,,
PRJEB51043,SAMEA8742028,ERR8699222,S,,
PRJEB51043,SAMEA8742029,ERR8699223,S,,
PRJEB51043,SAMEA8742030,ERR8699224,S,,
PRJEB51043,SAMEA8742031,ERR8699225,S,,
PRJEB51043,SAMEA8742032,ERR8699226,S,,
PRJEB51043,SAMEA8742034,ERR8699228,S,,
PRJEB51043,SAMEA8742035,ERR8699229,S,,
PRJEB51043,SAMEA8742036,ERR8699230,S,,
PRJEB51043,SAMEA8742037,ERR8699231,S,,
PRJEB51043,SAMEA8742038,ERR8699232,S,,
PRJEB51043,SAMEA8742039,ERR8699267,S,,
PRJEB51043,SAMEA8742040,ERR8699312,S,,
PRJEB51043,SAMEA8742041,ERR8699366,S,,
PRJEB51043,SAMEA8742042,ERR8699380,S,,
PRJEB51043,SAMEA8742043,ERR8699489,S,,
PRJEB51043,SAMEA8742044,ERR8699609,S,,
PRJEB51043,SAMEA8742045,ERR8699679,S,,
PRJEB51043,SAMEA8742046,ERR8699726,S,,
PRJEB51043,SAMEA8742047,ERR8699727,S,,
PRJEB51043,SAMEA8742048,ERR8699728,S,,
PRJEB51043,SAMEA8742049,ERR8699729,S,,
PRJEB51043,SAMEA8742050,ERR8699730,S,,
PRJEB51043,SAMEA8742051,ERR8699731,S,,
PRJEB51043,SAMEA8742052,ERR8699732,S,,
PRJEB51043,SAMEA8742053,ERR8699733,S,,
PRJEB51043,SAMEA8742054,ERR8699735,S,,
PRJEB51043,SAMEA8742056,ERR8699737,S,,
PRJEB51043,SAMEA8742057,ERR8699738,S,,
PRJEB51043,SAMEA8742058,ERR8699739,S,,
PRJEB51043,SAMEA8742062,ERR8699743,S,,
PRJEB51043,SAMEA8742063,ERR8699744,S,,
PRJEB51043,SAMEA8742064,ERR8699745,S,,
PRJEB51043,SAMEA8742065,ERR8699746,S,,
PRJEB51043,SAMEA8742066,ERR8699747,S,,
PRJEB51043,SAMEA8742067,ERR8699749,S,,
PRJEB51043,SAMEA8742068,ERR8699750,S,,
PRJEB51043,SAMEA8742070,ERR8699752,S,,
PRJEB51043,SAMEA8742071,ERR8699753,S,,
PRJEB51043,SAMEA8742072,ERR8699754,S,,
PRJEB51043,SAMEA8742073,ERR8699755,S,,
PRJEB51043,SAMEA8742074,ERR8699756,S,,
PRJEB51043,SAMEA8742075,ERR8699757,S,,
PRJEB51043,SAMEA8742076,ERR8699758,S,,
PRJEB51043,SAMEA8742077,ERR8699759,S,,
PRJEB51043,SAMEA8742078,ERR8699760,S,,
PRJEB51043,SAMEA8742079,ERR8699761,S,,
PRJEB51043,SAMEA8742080,ERR8699762,S,,
PRJEB51043,SAMEA8742081,ERR8699763,S,,
PRJEB51043,SAMEA8742082,ERR8699764,S,,
PRJEB51043,SAMEA8742084,ERR8699766,S,,
PRJEB51043,SAMEA8742085,ERR8699767,S,,
PRJEB51043,SAMEA8742086,ERR8699768,S,,
PRJEB51043,SAMEA8742087,ERR8699769,S,,
PRJEB51043,SAMEA8742088,ERR8699770,S,,
PRJEB51043,SAMEA8742089,ERR8699771,S,,
PRJEB51043,SAMEA8742090,ERR8699772,S,,
PRJEB51043,SAMEA8742091,ERR8699773,S,,
PRJEB51043,SAMEA8742092,ERR8699774,S,,
PRJEB51043,SAMEA8742093,ERR8699775,S,,
PRJEB51043,SAMEA8742094,ERR8699776,S,,
PRJEB51043,SAMEA8742095,ERR8699777,S,,
PRJEB51043,SAMEA8742096,ERR8699778,S,,
PRJEB51043,SAMEA8742097,ERR8699779,S,,
PRJEB51043,SAMEA8742098,ERR8699780,S,,
PRJEB51043,SAMEA8742100,ERR8699782,S,,
PRJEB51043,SAMEA8742101,ERR8699783,S,,
PRJEB51043,SAMEA8742104,ERR8699786,S,,
PRJEB51043,SAMEA8742108,ERR8699790,S,,
PRJEB51043,SAMEA8742109,ERR8699791,S,,
PRJEB51043,SAMEA8742110,ERR8699792,S,,
PRJEB51043,SAMEA8742112,ERR8699794,S,,
PRJEB51043,SAMEA8742113,ERR8699795,S,,
PRJEB51043,SAMEA8742114,ERR8699796,S,,
PRJEB51043,SAMEA8742115,ERR8699797,S,,
PRJEB51043,SAMEA8742116,ERR8699798,S,,
PRJEB51043,SAMEA8742117,ERR8699799,S,,
PRJEB51043,SAMEA8742120,ERR8699802,S,,
PRJEB51043,SAMEA8742121,ERR8699803,S,,
PRJEB51043,SAMEA8742122,ERR8699804,S,,
PRJEB51043,SAMEA8742123,ERR8699805,S,,
PRJEB51043,SAMEA8742125,ERR8699807,S,,
PRJEB51043,SAMEA8742126,ERR8699809,S,,
PRJEB51043,SAMEA8742127,ERR8699810,S,,
PRJEB51043,SAMEA8742128,ERR8699811,S,,
PRJEB51043,SAMEA8742129,ERR8699812,S,,
PRJEB51043,SAMEA8742130,ERR8699813,S,,
PRJEB51043,SAMEA8742131,ERR8699814,S,,
PRJEB51043,SAMEA8742132,ERR8699815,S,,
PRJEB51043,SAMEA8742133,ERR8699816,S,,
PRJEB51043,SAMEA8742134,ERR8699817,S,,
PRJEB51043,SAMEA8742136,ERR8699819,S,,
PRJEB51043,SAMEA8742137,ERR8699820,S,,
PRJEB51043,SAMEA8742138,ERR8699821,S,,
PRJEB51043,SAMEA8742139,ERR8699822,S,,
PRJEB51043,SAMEA8742140,ERR8699823,S,,
PRJEB51043,SAMEA8742141,ERR8699824,S,,
PRJEB51043,SAMEA8742142,ERR8699825,S,,
PRJEB51043,SAMEA8742143,ERR8699826,S,,
PRJEB51043,SAMEA8742144,ERR8699827,S,,
PRJEB51043,SAMEA8742145,ERR8699828,S,,
PRJEB51043,SAMEA8742146,ERR8699829,S,,
PRJEB51043,SAMEA8742147,ERR8699830,S,,
PRJEB51043,SAMEA8742148,ERR8699831,S,,
PRJEB51043,SAMEA8742149,ERR8699832,S,,
PRJEB51043,SAMEA8742150,ERR8699833,S,,
PRJEB51043,SAMEA8742152,ERR8699835,S,,
PRJEB51043,SAMEA8742153,ERR8699836,S,,
PRJEB51043,SAMEA8742154,ERR8699837,S,,
PRJEB51043,SAMEA8742155,ERR8699838,S,,
PRJEB51043,SAMEA8742159,ERR8699842,S,,
PRJEB51043,SAMEA8742160,ERR8699843,S,,
PRJEB51043,SAMEA8742162,ERR8699845,S,,
PRJEB51043,SAMEA8742163,ERR8699846,S,,
PRJEB51043,SAMEA8742166,ERR8699849,S,,
PRJEB51043,SAMEA8742167,ERR8699850,S,,
PRJEB51043,SAMEA8742168,ERR8699851,S,,
PRJEB51043,SAMEA8742169,ERR8699852,S,,
PRJEB51043,SAMEA8742170,ERR8699854,S,,
PRJEB51043,SAMEA8742173,ERR8699857,S,,
PRJEB51043,SAMEA8742174,ERR8699887,S,,
PRJEB51043,SAMEA8742175,ERR8699994,S,,
PRJEB51043,SAMEA8742176,ERR8700152,S,,
PRJEB51043,SAMEA8742177,ERR8700278,S,,
PRJEB51043,SAMEA8742178,ERR8700348,S,,
PRJEB51043,SAMEA8742188,ERR8700359,S,,
PRJEB51043,SAMEA8742189,ERR8700360,S,,
PRJEB51043,SAMEA8742190,ERR8700361,S,,
PRJEB51043,SAMEA8742191,ERR8700362,S,,
PRJEB51043,SAMEA8742192,ERR8700363,S,,
PRJEB51043,SAMEA8742193,ERR8700364,S,,
PRJEB51043,SAMEA8742195,ERR8700366,S,,
PRJEB51043,SAMEA8742196,ERR8700367,S,,
PRJEB51043,SAMEA8742205,ERR8700376,S,,
PRJEB51043,SAMEA8742206,ERR8700377,S,,
PRJEB51043,SAMEA8742208,ERR8700379,S,,
PRJEB51043,SAMEA8742209,ERR8700380,S,,
PRJEB51043,SAMEA8742210,ERR8700381,S,,
PRJEB51043,SAMEA8742211,ERR8700382,S,,
PRJEB51043,SAMEA8742212,ERR8700383,S,,
PRJEB51043,SAMEA8742213,ERR8700384,S,,
PRJEB51043,SAMEA8742214,ERR8700385,S,,
PRJEB51043,SAMEA8742215,ERR8700386,S,,
PRJEB51043,SAMEA8742216,ERR8700387,S,,
PRJEB51043,SAMEA8742217,ERR8700388,S,,
