run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin,thioacetazone
ERR126601,,,PRJEB2794,SAMEA1465936,,,,,,,,,S,,,,,,,,S,,
ERR126602,,,PRJEB2794,SAMEA1465985,,,,,,,,,S,,,,,,,,S,,
ERR126604,,,PRJEB2794,SAMEA1465925,,,,,,,,,S,,,,,,,,S,,
ERR126605,,,PRJEB2794,SAMEA1465948,,,,,,S,,,R,,,,,,,S,S,S,
ERR126607,,,PRJEB2794,SAMEA1465967,,,,,,,,,S,,,,,,,,S,,
ERR126609,,,PRJEB2794,SAMEA1465976,,,,,,,,,S,,,,,,,,S,,
ERR126610,,,PRJEB2794,SAMEA1465946,,,,,,,,,S,,,,,,,,S,,
ERR126612,,,PRJEB2794,SAMEA1465950,,,,,,,,,S,,,,,,,,S,,
ERR126616,,,PRJEB2794,SAMEA1465929,,,,,,,,,S,,,,,,,,S,,
ERR126617,,,PRJEB2794,SAMEA1465973,,,,,,,,,S,,,,,,,,S,,
ERR126619,,,PRJEB2794,SAMEA1465947,,,,,,,,,S,,,,,,,,S,,
ERR126620,,,PRJEB2794,SAMEA1465951,,,,,,,,,R,,,,,,,,S,,
ERR126623,,,PRJEB2794,SAMEA1465977,,,,,,,,,S,,,,,,,,S,,
ERR126624,,,PRJEB2794,SAMEA1465978,,,,,,,,,S,,,,,,,,S,,
ERR126626,,,PRJEB2794,SAMEA1465934,,,,,,,,,S,,,,,,,,S,,
ERR126627,,,PRJEB2794,SAMEA1465961,,,,,,,,,S,,,,,,,,S,,
ERR126630,,,PRJEB2794,SAMEA1465949,,,,,,,,,S,,,,,,,,S,,
ERR126632,,,PRJEB2794,SAMEA1465933,,,,,,,,,S,,,,,,,,S,,
ERR126633,,,PRJEB2794,SAMEA1465922,,,,,,,,,S,,,,,,,,S,,
ERR126635,,,PRJEB2794,SAMEA1465952,,,,,,,,,S,,,,,,,,S,,
ERR126636,,,PRJEB2794,SAMEA1465970,,,,,,,,,S,,,,,,,,S,,
ERR126637,,,PRJEB2794,SAMEA1465953,,,,,,,,,S,,,,,,,,S,,
ERR126638,,,PRJEB2794,SAMEA1465981,,,,,,,,,S,,,,,,,,S,,
ERR126639,,,PRJEB2794,SAMEA1465935,,,,,,,,,S,,,,,,,,S,,
ERR126642,,,PRJEB2794,SAMEA1465965,,,,,,S,,,R,,,,,,,S,S,S,
ERR133801,S,,PRJEB2138,SAMEA1403845,S,,,,,S,,,,,,,S,S,,S,S,S,
ERR133918,,,PRJEB2138,SAMEA1403931,,,,,,,,,,,,,,,,,S,,
ERR133921,S,,PRJEB2138,SAMEA1403829,S,,,,,S,,,S,,,,S,S,,S,S,S,
ERR133962,S,,PRJEB2138,SAMEA1403864,S,,,,,S,,,S,,,,S,S,,R,S,S,
ERR137202,,,PRJEB2138,SAMEA1403870,,,,,,S,,,S,,,,,,,,S,S,
ERR137244,,,PRJEB2138,SAMEA1403878,,,,,,S,,,S,,,,,,,S,S,S,
ERR137263,S,,PRJEB2138,SAMEA1403747,S,,,,,S,,,S,,,,R,S,,R,S,S,
ERR161012,,,PRJEB2794,SAMEA1485412,,,,,,,,,S,,,,,,,,S,,
ERR161013,,,PRJEB2794,SAMEA1485372,,,,,,,,,S,,,,,,,,S,,
ERR161015,,,PRJEB2794,SAMEA1485418,,,,,,,,,S,,,,,,,,S,,
ERR161016,,,PRJEB2794,SAMEA1485470,,,,,,,,,S,,,,,,,,S,,
ERR161018,,,PRJEB2794,SAMEA1485461,,,,,,,,,S,,,,,,,,S,,
ERR161019,,,PRJEB2794,SAMEA1485477,,,,,,,,,S,,,,,,,,S,,
ERR161021,,,PRJEB2794,SAMEA1485464,,,,,,,,,S,,,,,,,,S,,
ERR161023,,,PRJEB2794,SAMEA1485290,,,,,,,,,S,,,,,,,,S,,
ERR161024,,,PRJEB2794,SAMEA1485397,,,,,,,,,S,,,,,,,,S,,
ERR161025,,,PRJEB2794,SAMEA1485370,,,,,,,,,S,,,,,,,,S,,
ERR161026,,,PRJEB2794,SAMEA1485235,,,,,,,,,S,,,,,,,,S,,
ERR161027,,,PRJEB2794,SAMEA1485416,,,,,,S,,,R,,,,,,,S,S,S,
ERR161029,,,PRJEB2794,SAMEA1485323,,,,,,,,,S,,,,,,,,S,,
ERR161030,,,PRJEB2794,SAMEA1485298,,,,,,,,,S,,,,,,,,S,,
ERR161031,,,PRJEB2794,SAMEA1485283,,,,,,,,,S,,,,,,,,S,,
ERR161035,,,PRJEB2794,SAMEA1485408,,,,,,,,,S,,,,,,,,S,,
ERR161038,,,PRJEB2794,SAMEA1485422,,,,,,,,,S,,,,,,,,S,,
ERR161041,,,PRJEB2794,SAMEA1485400,,,,,,,,,S,,,,,,,,S,,
ERR161042,,,PRJEB2794,SAMEA1485243,,,,,,,,,S,,,,,,,,S,,
ERR161043,,,PRJEB2794,SAMEA1485253,,,,,,S,,,R,,,,,,,S,S,S,
ERR161049,,,PRJEB2794,SAMEA1485359,,,,,,,,,S,,,,,,,,S,,
ERR161052,,,PRJEB2794,SAMEA1485427,,,,,,,,,S,,,,,,,,S,,
ERR161053,,,PRJEB2794,SAMEA1485415,,,,,,,,,S,,,,,,,,S,,
ERR161056,,,PRJEB2794,SAMEA1485482,,,,,,,,,S,,,,,,,,S,,
ERR161058,,,PRJEB2794,SAMEA1485267,,,,,,,,,S,,,,,,,,S,,
ERR161059,,,PRJEB2794,SAMEA1485286,,,,,,,,,S,,,,,,,,S,,
ERR161060,,,PRJEB2794,SAMEA1485391,,,,,,S,,,R,,,,,,,S,S,S,
ERR161061,,,PRJEB2794,SAMEA1485236,,,,,,,,,S,,,,,,,,S,,
ERR161062,,,PRJEB2794,SAMEA1485330,,,,,,,,,S,,,,,,,,S,,
ERR161063,,,PRJEB2794,SAMEA1485457,,,,,,,,,S,,,,,,,,S,,
ERR161064,,,PRJEB2794,SAMEA1485360,,,,,,,,,S,,,,,,,,S,,
ERR161065,,,PRJEB2794,SAMEA1485305,,,,,,,,,S,,,,,,,,S,,
ERR161066,,,PRJEB2794,SAMEA1485426,,,,,,,,,S,,,,,,,,S,,
ERR161068,,,PRJEB2794,SAMEA1485498,,,,,,,,,S,,,,,,,,S,,
ERR161069,,,PRJEB2794,SAMEA1485231,,,,,,,,,S,,,,,,,,S,,
ERR161070,,,PRJEB2794,SAMEA1485255,,,,,,,,,S,,,,,,,,S,,
ERR161071,,,PRJEB2794,SAMEA1485481,,,,,,,,,S,,,,,,,,S,,
ERR161072,,,PRJEB2794,SAMEA1485275,,,,,,,,,S,,,,,,,,S,,
ERR161073,,,PRJEB2794,SAMEA1485479,,,,,,,,,S,,,,,,,,S,,
ERR161075,,,PRJEB2794,SAMEA1485455,,,,,,S,,,R,,,,,,,S,S,S,
ERR161076,,,PRJEB2794,SAMEA1485505,,,,,,,,,S,,,,,,,,S,,
ERR161077,,,PRJEB2794,SAMEA1485270,,,,,,,,,S,,,,,,,,S,,
ERR161079,,,PRJEB2794,SAMEA1485380,,,,,,,,,S,,,,,,,,S,,
ERR161080,,,PRJEB2794,SAMEA1485285,,,,,,,,,S,,,,,,,,S,,
ERR161081,,,PRJEB2794,SAMEA1485340,,,,,,,,,S,,,,,,,,S,,
ERR161082,,,PRJEB2794,SAMEA1485345,,,,,,,,,S,,,,,,,,S,,
ERR161083,,,PRJEB2794,SAMEA1485256,,,,,,,,,S,,,,,,,,S,,
ERR161084,,,PRJEB2794,SAMEA1485313,,,,,,,,,S,,,,,,,,S,,
ERR161085,,,PRJEB2794,SAMEA1485320,,,,,,S,,,R,,,,,,,S,S,S,
ERR161086,,,PRJEB2794,SAMEA1485319,,,,,,,,,S,,,,,,,,S,,
ERR161088,,,PRJEB2794,SAMEA1485439,,,,,,,,,S,,,,,,,,S,,
ERR161089,,,PRJEB2794,SAMEA1485296,,,,,,,,,S,,,,,,,,S,,
ERR161090,,,PRJEB2794,SAMEA1485398,,,,,,,,,S,,,,,,,,S,,
ERR161091,,,PRJEB2794,SAMEA1485339,,,,,,,,,S,,,,,,,,S,,
ERR161092,,,PRJEB2794,SAMEA1485282,,,,,,,,,S,,,,,,,,S,,
ERR161093,,,PRJEB2794,SAMEA1485351,,,,,,,,,S,,,,,,,,S,,
ERR161094,,,PRJEB2794,SAMEA1485293,,,,,,,,,S,,,,,,,,S,,
ERR161095,,,PRJEB2794,SAMEA1485343,,,,,,,,,S,,,,,,,,S,,
ERR161096,,,PRJEB2794,SAMEA1485266,,,,,,,,,S,,,,,,,,S,,
ERR161097,,,PRJEB2794,SAMEA1485246,,,,,,,,,S,,,,,,,,S,,
ERR161098,,,PRJEB2794,SAMEA1485513,,,,,,,,,S,,,,,,,,S,,
ERR161099,,,PRJEB2794,SAMEA1485328,,,,,,,,,S,,,,,,,,S,,
ERR161100,,,PRJEB2794,SAMEA1485486,,,,,,,,,S,,,,,,,,S,,
ERR161101,,,PRJEB2794,SAMEA1485463,,,,,,,,,S,,,,,,,,S,,
ERR161103,,,PRJEB2794,SAMEA1485430,,,,,,,,,S,,,,,,,,S,,
ERR161104,,,PRJEB2794,SAMEA1485414,,,,,,,,,S,,,,,,,,S,,
ERR161105,,,PRJEB2794,SAMEA1485392,,,,,,S,,,R,,,,,,,S,S,S,
ERR161106,,,PRJEB2794,SAMEA1485334,,,,,,,,,S,,,,,,,,S,,
ERR161107,,,PRJEB2794,SAMEA1485302,,,,,,,,,S,,,,,,,,S,,
ERR161108,,,PRJEB2794,SAMEA1485329,,,,,,,,,S,,,,,,,,S,,
ERR161109,,,PRJEB2794,SAMEA1485362,,,,,,,,,S,,,,,,,,S,,
ERR161110,,,PRJEB2794,SAMEA1485304,,,,,,,,,S,,,,,,,,S,,
ERR161111,,,PRJEB2794,SAMEA1485432,,,,,,,,,S,,,,,,,,S,,
ERR161114,,,PRJEB2794,SAMEA1485410,,,,,,,,,S,,,,,,,,S,,
ERR161116,,,PRJEB2794,SAMEA1485453,,,,,,,,,S,,,,,,,,S,,
ERR161117,,,PRJEB2794,SAMEA1485468,,,,,,,,,S,,,,,,,,S,,
ERR161118,,,PRJEB2794,SAMEA1485263,,,,,,,,,S,,,,,,,,S,,
ERR161120,,,PRJEB2794,SAMEA1485222,,,,,,,,,S,,,,,,,,S,,
ERR161123,,,PRJEB2794,SAMEA1485325,,,,,,,,,S,,,,,,,,S,,
ERR161127,,,PRJEB2794,SAMEA1485407,,,,,,,,,S,,,,,,,,S,,
ERR161128,,,PRJEB2794,SAMEA1485429,,,,,,,,,S,,,,,,,,S,,
ERR161129,,,PRJEB2794,SAMEA1485445,,,,,,,,,S,,,,,,,,S,,
ERR161130,,,PRJEB2794,SAMEA1485450,,,,,,,,,S,,,,,,,,S,,
ERR161131,,,PRJEB2794,SAMEA1485469,,,,,,,,,S,,,,,,,,S,,
ERR161132,,,PRJEB2794,SAMEA1485488,,,,,,,,,S,,,,,,,,S,,
ERR161133,,,PRJEB2794,SAMEA1485276,,,,,,,,,S,,,,,,,,S,,
ERR161135,,,PRJEB2794,SAMEA1485447,,,,,,S,,,S,,,,,,,S,S,S,
ERR161136,,,PRJEB2794,SAMEA1485428,,,,,,S,,,S,,,,,,,S,S,S,
ERR161138,,,PRJEB2794,SAMEA1485449,,,,,,S,,,R,,,,,,,S,S,S,
ERR161139,,,PRJEB2794,SAMEA1485446,,,,,,S,,,S,,,,,,,S,S,S,
ERR161141,,,PRJEB2794,SAMEA1485497,,,,,,S,,,S,,,,,,,S,S,S,
ERR161142,,,PRJEB2794,SAMEA1485312,,,,,,S,,,S,,,,,,,S,S,S,
ERR161143,,,PRJEB2794,SAMEA1485229,,,,,,S,,,S,,,,,,,S,S,S,
ERR161144,,,PRJEB2794,SAMEA1485247,,,,,,S,,,,,,,,,,S,S,S,
ERR161145,,,PRJEB2794,SAMEA1485388,,,,,,S,,,S,,,,,,,S,S,S,
ERR161146,,,PRJEB2794,SAMEA1485350,,,,,,S,,,S,,,,,,,S,S,S,
ERR161147,,,PRJEB2794,SAMEA1485299,,,,,,S,,,R,,,,,,,S,S,S,
ERR161151,,,PRJEB2794,SAMEA1485467,,,,,,,,,S,,,,,,,,S,,
ERR161152,,,PRJEB2794,SAMEA1485409,,,,,,,,,S,,,,,,,,S,,
ERR161153,,,PRJEB2794,SAMEA1485376,,,,,,,,,S,,,,,,,,S,,
ERR161154,,,PRJEB2794,SAMEA1485349,,,,,,,,,S,,,,,,,,S,,
ERR161156,,,PRJEB2794,SAMEA1485434,,,,,,,,,S,,,,,,,,S,,
ERR161157,,,PRJEB2794,SAMEA1485308,,,,,,,,,S,,,,,,,,S,,
ERR161158,,,PRJEB2794,SAMEA1485306,,,,,,,,,S,,,,,,,,S,,
ERR161159,,,PRJEB2794,SAMEA1485348,,,,,,,,,S,,,,,,,,S,,
ERR161160,,,PRJEB2794,SAMEA1485354,,,,,,,,,S,,,,,,,,S,,
ERR161161,,,PRJEB2794,SAMEA1485454,,,,,,,,,S,,,,,,,,S,,
ERR161162,,,PRJEB2794,SAMEA1485248,,,,,,,,,S,,,,,,,,S,,
ERR161163,,,PRJEB2794,SAMEA1485496,,,,,,,,,S,,,,,,,,S,,
ERR161164,,,PRJEB2794,SAMEA1485511,,,,,,,,,S,,,,,,,,S,,
ERR161165,,,PRJEB2794,SAMEA1485452,,,,,,,,,S,,,,,,,,S,,
ERR161166,,,PRJEB2794,SAMEA1485269,,,,,,,,,S,,,,,,,,S,,
ERR161168,,,PRJEB2794,SAMEA1485444,,,,,,,,,S,,,,,,,,S,,
ERR161175,,,PRJEB2794,SAMEA1485314,,,,,,,,,S,,,,,,,,S,,
ERR161176,,,PRJEB2794,SAMEA1485273,,,,,,,,,S,,,,,,,,S,,
ERR161177,,,PRJEB2794,SAMEA1485250,,,,,,,,,S,,,,,,,,S,,
ERR161178,,,PRJEB2794,SAMEA1485342,,,,,,,,,S,,,,,,,,S,,
