run,bioproject,biosample,amikacin,capreomycin,ciprofloxacin,ethambutol,ethionamide,isoniazid,kanamycin,levofloxacin,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin
SRR6855810,PRJNA428596,SAMN08732409,S,R,,,,R,S,,S,S,,S,S,
SRR6855809,PRJNA428596,SAMN08732410,S,S,,,,S,S,,S,S,,S,S,
SRR6855808,PRJNA428596,SAMN08732403,S,S,,,,S,S,,S,S,,S,S,
SRR6855807,PRJNA428596,SAMN08732404,S,S,,,,S,S,,,S,,S,,
SRR6855806,PRJNA428596,SAMN08732405,S,S,,,,S,S,,S,S,,S,S,
SRR6855805,PRJNA428596,SAMN08732406,S,S,,,,S,S,,S,S,,S,S,
SRR6855804,PRJNA428596,SAMN08732192,S,S,,,,S,S,,S,S,,S,R,
SRR6855803,PRJNA428596,SAMN08732191,S,S,,,,S,S,,S,S,,S,S,
SRR6855802,PRJNA428596,SAMN08732190,S,S,,,,S,S,,S,S,,S,S,
SRR6855801,PRJNA428596,SAMN08732189,S,S,,,,S,S,,S,S,,S,S,
SRR6855800,PRJNA428596,SAMN08732188,S,S,,,,S,S,,S,S,,S,S,
SRR6855799,PRJNA428596,SAMN08732187,S,S,,,,S,S,,S,S,,S,S,
SRR6855797,PRJNA428596,SAMN08732185,S,S,,,,S,S,,S,S,,R,S,
SRR6855796,PRJNA428596,SAMN08732184,S,S,,,,S,S,,S,S,,S,S,
SRR6855795,PRJNA428596,SAMN08732183,S,S,,,,S,S,,S,S,,S,S,
SRR6855794,PRJNA428596,SAMN08732595,,,,,,S,,,,,,S,S,
SRR6855793,PRJNA428596,SAMN08732306,S,S,,,,S,S,,S,S,,S,S,
SRR6855792,PRJNA428596,SAMN08732305,S,S,,,,S,S,,S,S,,S,S,
SRR6855791,PRJNA428596,SAMN08732304,S,S,,,,S,S,,S,S,,S,S,
SRR6855790,PRJNA428596,SAMN08732303,S,S,,,,R,S,,S,S,,R,R,
SRR6855789,PRJNA428596,SAMN08732310,S,S,,,,S,S,,S,S,,S,S,
SRR6855788,PRJNA428596,SAMN08732309,S,S,,,,S,S,,S,S,,S,S,
SRR6855787,PRJNA428596,SAMN08732308,S,S,,,,S,S,,S,S,,S,S,
SRR6855785,PRJNA428596,SAMN08732312,S,S,,,,S,S,,S,S,,S,S,
SRR6855784,PRJNA428596,SAMN08732311,S,S,,,,S,S,,S,S,,S,S,
SRR6855783,PRJNA428596,SAMN08732501,S,S,,,,S,S,,S,S,,S,S,
SRR6855782,PRJNA428596,SAMN08732502,S,S,,,,S,S,,S,S,,S,S,
SRR6855781,PRJNA428596,SAMN08732332,,,,,,S,,,,,,S,S,
SRR6855780,PRJNA428596,SAMN08732331,S,S,,,,S,S,,S,S,,S,S,
SRR6855779,PRJNA428596,SAMN08732328,S,S,,,,S,S,,S,S,,S,S,
SRR6855778,PRJNA428596,SAMN08732327,S,R,,,,R,S,,S,S,,S,S,
SRR6855777,PRJNA428596,SAMN08732330,S,S,,,,R,S,,S,S,,R,R,
SRR6855776,PRJNA428596,SAMN08732329,S,S,,,,R,S,,S,S,,S,S,
SRR6855775,PRJNA428596,SAMN08732324,S,S,,,,S,S,,S,S,,S,S,
SRR6855773,PRJNA428596,SAMN08732326,S,S,,,,S,S,,S,S,,S,S,
SRR6855772,PRJNA428596,SAMN08732325,S,S,,,,S,S,,S,S,,S,S,
SRR6855771,PRJNA428596,SAMN08732569,S,S,,,,S,S,,S,S,,R,S,
SRR6855770,PRJNA428596,SAMN08732570,S,S,,,,S,S,,S,S,,S,S,
SRR6855769,PRJNA428596,SAMN08732567,S,S,,,,S,S,,S,S,,S,S,
SRR6855767,PRJNA428596,SAMN08732442,S,S,,,,S,S,,S,S,,S,S,
SRR6855766,PRJNA428596,SAMN08732441,S,S,,,,S,S,,S,S,,S,S,
SRR6855765,PRJNA428596,SAMN08732259,S,S,,,,S,S,,S,S,,S,S,
SRR6855764,PRJNA428596,SAMN08732260,S,S,,,,S,S,,S,S,,S,S,
SRR6855763,PRJNA428596,SAMN08732257,S,S,,,,S,S,,S,S,,S,S,
SRR6855762,PRJNA428596,SAMN08732258,S,S,,,,S,S,,S,S,,S,S,
SRR6855761,PRJNA428596,SAMN08732255,S,S,,,,S,S,,S,S,,S,S,
SRR6855760,PRJNA428596,SAMN08732256,S,S,,,,S,S,,S,S,,S,S,
SRR6855759,PRJNA428596,SAMN08732253,S,S,,,,S,S,,S,S,,S,S,
SRR6855757,PRJNA428596,SAMN08732564,S,S,,,,S,S,,S,S,,S,S,
SRR6855756,PRJNA428596,SAMN08732261,S,S,,,,S,S,,S,S,,S,S,
SRR6855755,PRJNA428596,SAMN08732262,S,S,,,,S,S,,S,S,,S,S,
SRR6855754,PRJNA428596,SAMN08732380,S,S,,,,S,S,,S,S,,S,S,
SRR6855753,PRJNA428596,SAMN08732379,S,S,,,,S,R,,S,S,,S,S,
SRR6855752,PRJNA428596,SAMN08732378,S,S,,,,S,S,,S,S,,S,S,
SRR6855751,PRJNA428596,SAMN08732377,S,S,,,,S,S,,S,S,,S,S,
SRR6855750,PRJNA428596,SAMN08732376,S,S,,,,S,S,,S,S,,S,S,
SRR6855749,PRJNA428596,SAMN08732375,S,S,,,,S,S,,S,S,,S,S,
SRR6855748,PRJNA428596,SAMN08732374,S,S,,,,S,S,,S,S,,S,R,
SRR6855747,PRJNA428596,SAMN08732373,S,S,,,,S,S,,S,S,,S,S,
SRR6855746,PRJNA428596,SAMN08732479,S,S,,,,S,S,,S,S,,S,S,
SRR6855745,PRJNA428596,SAMN08732480,S,S,,,,S,S,,S,S,,S,S,
SRR6855744,PRJNA428596,SAMN08732477,S,S,,,,S,S,,S,S,,S,S,
SRR6855743,PRJNA428596,SAMN08732478,S,S,,,,S,S,,S,S,,S,S,
SRR6855741,PRJNA428596,SAMN08732476,S,S,,,,S,S,,S,S,,S,S,
SRR6855740,PRJNA428596,SAMN08732382,S,S,,,,S,S,,S,S,,S,S,
SRR6855739,PRJNA428596,SAMN08732381,S,S,,,,S,R,,S,S,,S,S,
SRR6855737,PRJNA428596,SAMN08732491,S,S,,,,S,S,,S,S,,S,S,
SRR6855736,PRJNA428596,SAMN08732582,S,S,,,,S,S,,S,S,,S,S,
SRR6855735,PRJNA428596,SAMN08732581,S,S,,,,S,S,,S,S,,S,S,
SRR6855732,PRJNA428596,SAMN08732484,S,S,,,,S,S,,S,S,,S,S,
SRR6855731,PRJNA428596,SAMN08732483,S,S,,,,S,S,,S,S,,S,S,
SRR6855730,PRJNA428596,SAMN08732490,S,S,,,,S,S,,S,S,,S,S,
SRR6855728,PRJNA428596,SAMN08732488,S,S,,,,S,S,,S,S,,S,S,
SRR6855727,PRJNA428596,SAMN08732487,S,S,,,,S,S,,S,S,,S,S,
SRR6855726,PRJNA428596,SAMN08732226,S,S,,,,S,S,,S,S,,S,S,
SRR6855725,PRJNA428596,SAMN08732225,S,S,,,,S,S,,S,S,,S,S,
SRR6855724,PRJNA428596,SAMN08732224,S,S,,,,S,S,,S,S,,S,S,
SRR6855723,PRJNA428596,SAMN08732223,S,S,,,,S,S,,S,S,,S,S,
SRR6855722,PRJNA428596,SAMN08732230,S,S,,,,S,S,,S,S,,S,S,
SRR6855720,PRJNA428596,SAMN08732228,S,S,,,,S,S,,S,S,,S,S,
SRR6855719,PRJNA428596,SAMN08732227,S,S,,,,S,S,,S,S,,S,S,
SRR6855717,PRJNA428596,SAMN08732231,S,S,,,,S,R,,S,S,,S,S,
SRR6855716,PRJNA428596,SAMN08732157,S,S,,,,S,S,,S,S,,S,S,
SRR6855715,PRJNA428596,SAMN08732158,S,S,,,,S,S,,S,S,,S,S,
SRR6855714,PRJNA428596,SAMN08732159,S,S,,,,S,S,,S,S,,S,S,
SRR6855713,PRJNA428596,SAMN08732160,S,S,,,,S,S,,S,S,,S,S,
SRR6855712,PRJNA428596,SAMN08732153,S,S,,,,S,S,,S,S,,S,S,
SRR6855711,PRJNA428596,SAMN08732154,S,S,,,,S,S,,S,S,,S,S,
SRR6855710,PRJNA428596,SAMN08732155,S,S,,,,S,S,,S,S,,S,S,
SRR6855709,PRJNA428596,SAMN08732156,S,S,,,,S,S,,S,S,,S,S,
SRR6855707,PRJNA428596,SAMN08732162,S,S,,,,S,S,,S,S,,S,S,
SRR6855706,PRJNA428596,SAMN08732151,S,S,,,,S,S,,S,S,,S,S,
SRR6855705,PRJNA428596,SAMN08732152,S,S,,,,S,S,,S,S,,S,S,
SRR6855704,PRJNA428596,SAMN08732149,S,S,,,,S,S,,S,S,,S,S,
SRR6855703,PRJNA428596,SAMN08732150,S,S,,,,S,S,,S,S,,S,S,
SRR6855702,PRJNA428596,SAMN08732147,S,R,,,,S,S,,S,S,,S,S,
SRR6855701,PRJNA428596,SAMN08732148,S,S,,,,S,S,,S,S,,S,S,
SRR6855700,PRJNA428596,SAMN08732145,S,S,,,,S,S,,S,S,,S,S,
SRR6855699,PRJNA428596,SAMN08732146,S,S,,,,S,S,,S,S,,S,S,
SRR6855698,PRJNA428596,SAMN08732143,S,S,,,,S,S,,S,S,,S,S,
SRR6855697,PRJNA428596,SAMN08732144,,,,,,S,,,,,,S,S,
SRR6855696,PRJNA428596,SAMN08732301,S,S,,,,S,S,,S,S,,S,S,
SRR6855694,PRJNA428596,SAMN08732295,S,S,,,,R,S,,S,S,,R,R,
SRR6855693,PRJNA428596,SAMN08732296,S,S,,,,S,S,,S,S,,S,S,
SRR6855692,PRJNA428596,SAMN08732293,S,S,,,,S,S,,S,S,,S,S,
SRR6855691,PRJNA428596,SAMN08732294,S,S,,,,R,S,,S,S,,S,R,
SRR6855690,PRJNA428596,SAMN08732299,,,,,,S,,,,,,S,S,
SRR6855689,PRJNA428596,SAMN08732300,S,S,,,,S,S,,S,S,,S,S,
SRR6855688,PRJNA428596,SAMN08732297,,,,,,S,,,,,,S,S,
SRR6855687,PRJNA428596,SAMN08732298,S,S,,,,S,S,,S,S,,S,S,
SRR6855686,PRJNA428596,SAMN08732515,S,S,,,,S,S,,S,S,,S,S,
SRR6855685,PRJNA428596,SAMN08732516,S,S,,,,S,S,,S,S,,S,S,
SRR6855684,PRJNA428596,SAMN08732513,S,S,,,,S,S,,S,S,,S,S,
SRR6855683,PRJNA428596,SAMN08732514,S,S,,,,R,S,,S,S,,S,S,
SRR6855682,PRJNA428596,SAMN08732519,S,S,,,,S,S,,S,S,,S,S,
SRR6855681,PRJNA428596,SAMN08732520,,,,,,S,,,,,,S,S,
SRR6855680,PRJNA428596,SAMN08732517,S,S,,,,S,S,,S,S,,S,S,
SRR6855678,PRJNA428596,SAMN08732521,S,S,,,,S,S,,S,S,,S,S,
SRR6855677,PRJNA428596,SAMN08732522,S,S,,,,R,S,,S,S,,S,S,
SRR6855676,PRJNA428596,SAMN08732532,,,,,,S,,,,,,S,S,
SRR6855675,PRJNA428596,SAMN08732531,S,S,,,,S,S,,S,S,,S,S,
SRR6855674,PRJNA428596,SAMN08732530,S,S,,,,R,S,,S,S,,S,R,
SRR6855673,PRJNA428596,SAMN08732529,S,S,,,,S,S,S,S,S,,S,S,
SRR6854706,PRJNA438921,SAMN08731979,,,,,,,,,,,,,S,
SRR6854705,PRJNA438921,SAMN08731978,,,,,,,,,,,,,S,
SRR6797871,PRJNA428596,SAMN08629043,,,,,,R,S,S,S,R,,,R,
SRR6797870,PRJNA428596,SAMN08629042,,,,,,S,,,S,S,,,S,
SRR6797869,PRJNA428596,SAMN08629045,,,,,,S,,,S,S,,,S,
SRR6797868,PRJNA428596,SAMN08629348,,,,,,S,,,S,S,,,S,
SRR6797867,PRJNA428596,SAMN08628999,,,,,,S,,,S,S,,,S,
SRR6797866,PRJNA428596,SAMN08628998,,,,,,S,,,S,S,,,S,
SRR6797865,PRJNA428596,SAMN08629519,,,,,,S,,R,S,R,,,S,
SRR6797864,PRJNA428596,SAMN08629471,,,,,,S,,,S,S,,,S,
SRR6797863,PRJNA428596,SAMN08629435,,,,,,S,,,S,S,,S,S,
SRR6797862,PRJNA428596,SAMN08629434,,,,,,R,S,,R,R,,,R,
SRR6797861,PRJNA428596,SAMN08629433,,,,,,S,,,S,S,,,S,
SRR6797860,PRJNA428596,SAMN08629432,,,,,,R,S,,S,S,,,R,
SRR6797859,PRJNA428596,SAMN08629439,,,,,,S,,,S,S,,,S,
SRR6797858,PRJNA428596,SAMN08629438,,,,,,S,,,S,S,,,S,
SRR6797857,PRJNA428596,SAMN08629437,,,,,,R,S,,S,S,,,S,
SRR6797856,PRJNA428596,SAMN08629436,,,,,,S,,,S,S,,,S,
SRR6797855,PRJNA428596,SAMN08629071,,,,,,S,,,S,S,,,S,
SRR6797854,PRJNA428596,SAMN08629070,,,,,,S,,R,R,R,,,S,
SRR6797853,PRJNA428596,SAMN08629065,,,,,,S,,,S,S,,,S,
SRR6797852,PRJNA428596,SAMN08629064,,,,,,S,,R,R,R,,,S,
SRR6797851,PRJNA428596,SAMN08629063,,,,,,S,,,S,S,,,S,
SRR6797850,PRJNA428596,SAMN08629062,,,,,,S,,,S,S,,,S,
SRR6797849,PRJNA428596,SAMN08629069,,,,,,S,,,S,S,,,S,
SRR6797848,PRJNA428596,SAMN08629068,,,,,,S,,R,R,R,,,S,
SRR6797847,PRJNA428596,SAMN08629067,,,,,,S,,,S,S,,,S,
SRR6797846,PRJNA428596,SAMN08629066,,,,,,S,,,S,S,,,S,
SRR6797845,PRJNA428596,SAMN08629138,,,,,,S,,,S,S,,,S,
SRR6797844,PRJNA428596,SAMN08629139,,,,,,S,,,S,S,,,S,
SRR6797842,PRJNA428596,SAMN08629137,,,,,,S,,,S,S,,,S,
SRR6797841,PRJNA428596,SAMN08629134,,,,,,S,,,S,S,,,S,
SRR6797840,PRJNA428596,SAMN08629135,,,,,,S,,,S,S,,,S,
SRR6797839,PRJNA428596,SAMN08629132,,,,,,S,,,S,S,,,S,
SRR6797838,PRJNA428596,SAMN08629133,,,,,,S,,,S,S,,,S,
SRR6797837,PRJNA428596,SAMN08629484,,,,,,S,,,S,S,,,S,
SRR6797836,PRJNA428596,SAMN08629140,,,,,,S,,,S,S,,,S,
SRR6797835,PRJNA428596,SAMN08629141,,,,,,S,,,S,S,,,S,
SRR6797834,PRJNA428596,SAMN08629485,,,,,,R,S,,S,S,,,R,
SRR6797833,PRJNA428596,SAMN08629358,,,,,,R,,,S,S,,R,R,
SRR6797832,PRJNA428596,SAMN08629359,,,,,,S,,,S,S,,,S,
SRR6797831,PRJNA428596,SAMN08629488,,,,,,S,,,S,S,,,S,
SRR6797830,PRJNA428596,SAMN08629489,,,,,,S,,,S,S,,,S,
SRR6797829,PRJNA428596,SAMN08629125,,,,,,S,,,S,S,,,S,
SRR6797828,PRJNA428596,SAMN08629124,,,,,,S,,,S,S,,,S,
SRR6797827,PRJNA428596,SAMN08629123,,,,,,S,,,S,S,,,S,
SRR6797826,PRJNA428596,SAMN08629122,,,,,,S,,,S,S,,,S,
SRR6797825,PRJNA428596,SAMN08629129,,,,,,S,,,S,S,,,S,
SRR6797824,PRJNA428596,SAMN08629128,,,,,,S,,,S,S,,,S,
SRR6797823,PRJNA428596,SAMN08629127,,,,,,S,,,S,S,,,S,
SRR6797822,PRJNA428596,SAMN08629126,,,,,,S,,,S,S,,,S,
SRR6797821,PRJNA428596,SAMN08629131,,,,,,S,,,S,S,,,S,
SRR6797820,PRJNA428596,SAMN08629130,,,,,,S,,,S,S,,,S,
SRR6797819,PRJNA428596,SAMN08629239,,,,,,S,,,S,S,,,S,
SRR6797818,PRJNA428596,SAMN08629354,,,,,,S,,R,R,R,,,S,
SRR6797817,PRJNA428596,SAMN08629355,,,,,,R,,,S,S,,,S,
SRR6797816,PRJNA428596,SAMN08629352,,,,,,R,,,S,S,,,S,
SRR6797815,PRJNA428596,SAMN08629353,,,,,,S,,,S,S,,,S,
SRR6797814,PRJNA428596,SAMN08629241,,,,,,S,S,,S,S,,S,S,
SRR6797813,PRJNA428596,SAMN08629240,,,,,,S,,,S,S,,,S,
SRR6797812,PRJNA428596,SAMN08629356,,,,,,R,,,S,S,,,R,
SRR6797811,PRJNA428596,SAMN08629357,,,,,,R,,,,,,,R,
SRR6797810,PRJNA428596,SAMN08629237,,,,,,S,,,S,S,,,S,
SRR6797809,PRJNA428596,SAMN08629236,,,,,,S,,,S,S,,,S,
SRR6797808,PRJNA428596,SAMN08629360,,,,,,S,,,S,S,,,S,
SRR6797807,PRJNA428596,SAMN08629238,,,,,,S,,,S,S,,,S,
SRR6797806,PRJNA428596,SAMN08629233,,,,,,S,,,S,S,,,S,
SRR6797805,PRJNA428596,SAMN08629232,,,,,,S,,,S,S,,,S,
SRR6797804,PRJNA428596,SAMN08629235,,,,,,S,,,S,S,,,S,
SRR6797803,PRJNA428596,SAMN08629234,,,,,,S,,,S,S,,,S,
SRR6797802,PRJNA428596,SAMN08629391,,,,,,S,,,S,S,,,S,
SRR6797801,PRJNA428596,SAMN08629390,,,,,,R,S,,S,S,,R,R,
SRR6797800,PRJNA428596,SAMN08629389,,,,,,S,,,S,S,,,S,
SRR6797799,PRJNA428596,SAMN08629388,,,,,,R,S,S,S,R,,R,R,
SRR6797798,PRJNA428596,SAMN08629387,,,,,,S,,,S,S,,,S,
SRR6797797,PRJNA428596,SAMN08629386,,,,,,S,,,S,S,,,S,
SRR6797796,PRJNA428596,SAMN08629385,,,,,,S,,,S,S,,,S,
SRR6797795,PRJNA428596,SAMN08629384,,,,,,S,,,S,S,,,S,
SRR6797794,PRJNA428596,SAMN08629383,,,,,,S,,,S,S,,,S,
SRR6797793,PRJNA428596,SAMN08629382,,,,,,S,,,S,S,,,S,
SRR6797792,PRJNA428596,SAMN08629490,,,,,,S,,,S,S,,,S,
SRR6797791,PRJNA428596,SAMN08629080,,,,,,S,,,S,S,,,S,
SRR6797790,PRJNA428596,SAMN08629081,,,,,,S,,,S,S,,,S,
SRR6797789,PRJNA428596,SAMN08629560,,,,,,S,S,,S,S,,,S,
SRR6797788,PRJNA428596,SAMN08629561,,,,,,S,,,S,S,,,S,
SRR6797787,PRJNA428596,SAMN08629556,,,,,,S,S,,S,S,,,S,
SRR6797786,PRJNA428596,SAMN08629557,,,,,,S,,,,,,,S,
SRR6797785,PRJNA428596,SAMN08629558,,,,,,S,,,S,S,,,S,
SRR6797784,PRJNA428596,SAMN08629559,,,,,,S,,,S,S,,R,S,
SRR6797783,PRJNA428596,SAMN08629552,,,,,,S,,,S,S,,R,S,
SRR6797782,PRJNA428596,SAMN08629553,,,,,,S,,,S,S,,,S,
SRR6797781,PRJNA428596,SAMN08629554,,,,,,R,S,,S,S,,,R,
SRR6797780,PRJNA428596,SAMN08629555,,,,,,S,,,S,S,,,S,
SRR6797779,PRJNA428596,SAMN08629399,,,,,,S,,,S,S,,,S,
SRR6797778,PRJNA428596,SAMN08629398,,,,,,R,S,,S,S,,R,R,
SRR6797777,PRJNA428596,SAMN08629397,,,,,,S,,,S,S,,,S,
SRR6797776,PRJNA428596,SAMN08629396,,,,,,S,,,S,S,,,S,
SRR6797775,PRJNA428596,SAMN08629395,,,,,,S,,,S,S,,,S,
SRR6797774,PRJNA428596,SAMN08629394,,,,,,S,,,S,S,,,S,
SRR6797773,PRJNA428596,SAMN08629393,,,,,,R,S,,R,R,,,R,
SRR6797772,PRJNA428596,SAMN08629392,,,,,,S,,,S,S,,,S,
SRR6797771,PRJNA428596,SAMN08629401,,,,,,S,,,S,S,,S,S,
SRR6797770,PRJNA428596,SAMN08629400,,,,,,S,,,S,S,,,S,
SRR6797769,PRJNA428596,SAMN08629031,,,,,,S,,,S,S,,,S,
SRR6797768,PRJNA428596,SAMN08629030,,,,,,S,,,S,S,,,S,
SRR6797767,PRJNA428596,SAMN08629029,,,,,,S,,,S,S,,,S,
SRR6797766,PRJNA428596,SAMN08629028,,,,,,R,S,,S,S,,,R,
SRR6797765,PRJNA428596,SAMN08629027,,,,,,R,,,S,S,,R,R,
SRR6797764,PRJNA428596,SAMN08629026,,,,,,S,,,S,S,,,S,
SRR6797763,PRJNA428596,SAMN08629025,,,,,,S,,,S,S,,,S,
SRR6797762,PRJNA428596,SAMN08629024,,,,,,S,,,S,S,,,S,
SRR6797761,PRJNA428596,SAMN08629023,,,,,,S,,,S,S,,,S,
SRR6797760,PRJNA428596,SAMN08629022,,,,,,S,,,S,S,,,S,
SRR6797759,PRJNA428596,SAMN08629498,,,,,,S,,,,,,,S,
SRR6797758,PRJNA428596,SAMN08629499,,,,,,R,S,,S,S,,R,R,
SRR6797757,PRJNA428596,SAMN08629496,,,,,,S,,,S,S,,,S,
SRR6797756,PRJNA428596,SAMN08629497,,,,,,S,,,S,S,,,S,
SRR6797755,PRJNA428596,SAMN08629494,,,,,,S,,,S,S,,,S,
SRR6797754,PRJNA428596,SAMN08629495,,,,,,S,,,S,S,,R,S,
SRR6797753,PRJNA428596,SAMN08629492,,,,,,S,,,,,,,S,
SRR6797752,PRJNA428596,SAMN08629493,,,,,,S,,,S,S,,,S,
SRR6797750,PRJNA428596,SAMN08629192,,,,,,S,,,S,S,,,S,
SRR6797749,PRJNA428596,SAMN08629195,,,,,,S,,,S,S,,,S,
SRR6797748,PRJNA428596,SAMN08629194,,,,,,S,,,S,S,,,S,
SRR6797747,PRJNA428596,SAMN08629197,,,,,,S,,R,R,R,,,S,
SRR6797746,PRJNA428596,SAMN08629196,,,,,,S,,,S,S,,,S,
SRR6797745,PRJNA428596,SAMN08629199,,,,,,S,,,S,S,,,S,
SRR6797744,PRJNA428596,SAMN08629198,,,,,,S,,,S,S,,,S,
SRR6797743,PRJNA428596,SAMN08629201,,,,,,R,,,S,S,,,R,
SRR6797742,PRJNA428596,SAMN08629200,,,,,,S,,,S,S,,,S,
SRR6797741,PRJNA428596,SAMN08629183,,,,,,S,,R,R,R,,,S,
SRR6797740,PRJNA428596,SAMN08629182,,,,,,S,,,S,S,,,S,
SRR6797739,PRJNA428596,SAMN08629185,,,,,,S,,,S,S,,,S,
SRR6797738,PRJNA428596,SAMN08629184,,,,,,S,,,S,S,,,S,
SRR6797737,PRJNA428596,SAMN08629187,,,,,,S,,,S,S,,,S,
SRR6797736,PRJNA428596,SAMN08629186,,,,,,S,,,S,S,,,S,
SRR6797735,PRJNA428596,SAMN08629189,,,,,,S,,,S,S,,,S,
SRR6797734,PRJNA428596,SAMN08629188,,,,,,S,,,S,S,,,S,
SRR6797733,PRJNA428596,SAMN08629191,,,,,,S,,,S,S,,,S,
SRR6797732,PRJNA428596,SAMN08629190,,,,,,S,,R,S,R,,,S,
SRR6797731,PRJNA428596,SAMN08629290,,,,,,S,,,S,S,,,S,
SRR6797730,PRJNA428596,SAMN08629291,,,,,,R,S,,S,S,,,R,
SRR6797729,PRJNA428596,SAMN08629284,,,,,,S,,,S,S,,,S,
SRR6797728,PRJNA428596,SAMN08629285,,,,,,S,,R,R,R,,,S,
SRR6797727,PRJNA428596,SAMN08629282,,,,,,S,,,S,S,,,S,
SRR6797726,PRJNA428596,SAMN08629283,,,,,,R,,,S,S,,S,S,
SRR6797725,PRJNA428596,SAMN08629288,,,,,,R,,,S,S,,,S,
SRR6797724,PRJNA428596,SAMN08629289,,,,,,R,S,,S,S,,R,R,
SRR6797723,PRJNA428596,SAMN08629286,,,,,,R,S,,S,S,,,R,
SRR6797722,PRJNA428596,SAMN08629287,,,,,,R,S,,S,S,,S,R,
SRR6797721,PRJNA428596,SAMN08629100,,,,,,S,,,S,S,,,S,
SRR6797720,PRJNA428596,SAMN08629101,,,,,,S,,,S,S,,,S,
SRR6797719,PRJNA428596,SAMN08629094,,,,,,S,,,S,S,,,S,
SRR6797718,PRJNA428596,SAMN08629095,,,,,,S,,,S,S,,,S,
SRR6797717,PRJNA428596,SAMN08629092,,,,,,S,,,S,S,,,S,
SRR6797716,PRJNA428596,SAMN08629093,,,,,,S,,,S,S,,,S,
SRR6797715,PRJNA428596,SAMN08629098,,,,,,S,,,S,S,,,S,
SRR6797714,PRJNA428596,SAMN08629099,,,,,,S,,,S,S,,,S,
SRR6797713,PRJNA428596,SAMN08629096,,,,,,S,,,S,S,,,S,
SRR6797712,PRJNA428596,SAMN08629097,,,,,,S,,,S,S,,,S,
SRR6797711,PRJNA428596,SAMN08629441,,,,,,S,,,S,S,,,S,
SRR6797710,PRJNA428596,SAMN08629440,,,,,,R,S,,S,S,,,R,
SRR6797709,PRJNA428596,SAMN08629331,,,,,,S,,,S,S,,,S,
SRR6797708,PRJNA428596,SAMN08629330,,,,,,S,,,S,S,,,S,
SRR6797707,PRJNA428596,SAMN08629327,,,,,,S,,,S,S,,,S,
SRR6797706,PRJNA428596,SAMN08629326,,,,,,S,,,S,S,,S,S,
SRR6797705,PRJNA428596,SAMN08629329,,,,,,S,,,S,S,,,S,
SRR6797704,PRJNA428596,SAMN08629328,,,,,,S,,,S,S,,,S,
SRR6797703,PRJNA428596,SAMN08629323,,,,,,R,,,S,S,,,S,
SRR6797702,PRJNA428596,SAMN08629322,,,,,,S,,,S,S,,,S,
SRR6797701,PRJNA428596,SAMN08629325,,,,,,S,,,S,S,,,S,
SRR6797700,PRJNA428596,SAMN08629324,,,,,,S,,,S,S,,,S,
SRR6797699,PRJNA428596,SAMN08629074,,,,,,S,,,S,S,,,S,
SRR6797698,PRJNA428596,SAMN08629531,,,,,,S,,,S,S,,,S,
SRR6797697,PRJNA428596,SAMN08629075,,,,,,S,,,S,S,,,S,
SRR6797696,PRJNA428596,SAMN08629530,,,,,,S,,,S,S,,S,S,
SRR6797695,PRJNA428596,SAMN08629072,,,,,,S,,,S,S,,,S,
SRR6797694,PRJNA428596,SAMN08629073,,,,,,S,,,S,S,,,S,
SRR6797693,PRJNA428596,SAMN08629078,,,,,,S,,,S,S,,,S,
SRR6797692,PRJNA428596,SAMN08629079,,,,,,S,,,S,S,,,S,
SRR6797691,PRJNA428596,SAMN08629529,,,,,,S,,,S,S,,,S,
SRR6797690,PRJNA428596,SAMN08629528,,,,,,S,,,S,S,,,S,
SRR6797689,PRJNA428596,SAMN08629527,,,,,,S,,,S,S,,,S,
SRR6797688,PRJNA428596,SAMN08629526,,,,,,S,,S,R,R,,,S,
SRR6797687,PRJNA428596,SAMN08629525,,,,,,S,,S,S,R,,,S,
SRR6797686,PRJNA428596,SAMN08629524,,,,,,S,,,S,S,,,S,
SRR6797685,PRJNA428596,SAMN08629430,,,,,,S,,,S,S,,,S,
SRR6797684,PRJNA428596,SAMN08629431,,,,,,S,S,,S,S,,,S,
SRR6797683,PRJNA428596,SAMN08629428,,,,,,S,,,S,S,,,S,
SRR6797682,PRJNA428596,SAMN08629429,,,,,,S,,,S,S,,,S,
SRR6797681,PRJNA428596,SAMN08629426,,,,,,S,,,S,S,,,S,
SRR6797680,PRJNA428596,SAMN08629427,,,,,,S,,,S,S,,,S,
SRR6797679,PRJNA428596,SAMN08629424,,,,,,S,,,S,S,,,S,
SRR6797678,PRJNA428596,SAMN08629425,,,,,,S,,,S,S,,,S,
SRR6797677,PRJNA428596,SAMN08629422,,,,,,S,,,S,S,,,S,
SRR6797676,PRJNA428596,SAMN08629423,,,,,,R,,,S,S,,,S,
SRR6797674,PRJNA428596,SAMN08629582,,,,,,S,,,S,S,,,S,
SRR6797673,PRJNA428596,SAMN08629056,,,,,,S,S,,S,S,,,S,
SRR6797672,PRJNA428596,SAMN08629057,,,,,,S,,,S,S,,,S,
SRR6797671,PRJNA428596,SAMN08629058,,,,,,R,,,S,S,,,S,
SRR6797670,PRJNA428596,SAMN08629059,,,,,,R,,,S,S,,,S,
SRR6797669,PRJNA428596,SAMN08629052,,,,,,S,,,S,S,,,S,
SRR6797668,PRJNA428596,SAMN08629585,,,,,,S,,,S,S,,S,S,
