run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifabutin,rifampicin,streptomycin,thioacetazone
ERR7911569,R,,PRJEB48275,SAMEA10030468,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911570,R,,PRJEB48275,SAMEA10030469,,,,,,S,,,R,R,,,R,,,,,S,,
ERR7911571,S,,PRJEB48275,SAMEA10030470,,,,,,S,,,R,S,,,S,,,,,R,,
ERR7911572,R,,PRJEB48275,SAMEA10030471,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911573,R,,PRJEB48275,SAMEA10030472,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911574,R,,PRJEB48275,SAMEA10030473,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911575,R,,PRJEB48275,SAMEA10030474,,,,,,S,,,R,R,,,R,,,,,S,,
ERR7911576,R,,PRJEB48275,SAMEA10030475,,,,,,S,,,R,R,,,R,,,,,S,,
ERR7911577,R,,PRJEB48275,SAMEA10030476,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911578,S,,PRJEB48275,SAMEA10030477,,,,,,S,,,R,S,,,S,,,,,R,,
ERR7911579,S,,PRJEB48275,SAMEA10030478,,,,,,S,,,R,S,,,S,,,,,R,,
ERR7911580,R,,PRJEB48275,SAMEA10030479,,,,,,S,,,S,R,,,R,,,,,R,,
ERR7911581,R,,PRJEB48275,SAMEA10030480,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911582,R,,PRJEB48275,SAMEA10030481,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911583,R,,PRJEB48275,SAMEA10030482,,,,,,R,,,R,R,S,,S,,,,,R,,
ERR7911584,R,,PRJEB48275,SAMEA10030483,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911585,R,,PRJEB48275,SAMEA10030484,,,,,,R,,,R,R,,,S,,,,,R,,
ERR7911586,R,,PRJEB48275,SAMEA10030485,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911587,R,,PRJEB48275,SAMEA10030486,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911588,R,,PRJEB48275,SAMEA10030488,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911589,R,,PRJEB48275,SAMEA10030489,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911590,S,,PRJEB48275,SAMEA10030490,,,,,,S,,,R,S,S,,R,,,,,R,,
ERR7911591,R,,PRJEB48275,SAMEA10030491,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911592,R,,PRJEB48275,SAMEA10030492,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911593,R,,PRJEB48275,SAMEA10030493,,,,,,R,,,R,R,S,,R,,,,,R,,
ERR7911594,R,,PRJEB48275,SAMEA10030494,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911595,R,,PRJEB48275,SAMEA10030495,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911596,S,,PRJEB48275,SAMEA10030496,,,,,,R,,,R,S,S,,S,,,,,R,,
ERR7911597,S,,PRJEB48275,SAMEA10030497,,,,,,S,,,R,S,,,S,,,,,R,,
ERR7911598,R,,PRJEB48275,SAMEA10030498,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911599,R,,PRJEB48275,SAMEA10030499,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911600,R,,PRJEB48275,SAMEA10030500,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911601,R,,PRJEB48275,SAMEA10030501,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911602,R,,PRJEB48275,SAMEA10030502,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911603,R,,PRJEB48275,SAMEA10030503,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911604,R,,PRJEB48275,SAMEA10030504,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911605,R,,PRJEB48275,SAMEA10030505,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911606,R,,PRJEB48275,SAMEA10030506,,,,,,S,,,R,R,R,,R,,,,,S,,
ERR7911607,R,,PRJEB48275,SAMEA10030507,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911608,R,,PRJEB48275,SAMEA10030508,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911609,R,,PRJEB48275,SAMEA10030509,,,,,,R,,,R,R,S,,R,,,,,R,,
ERR7911610,S,,PRJEB48275,SAMEA10030510,,,,,,S,,,R,S,R,,R,,,,,R,,
ERR7911611,R,,PRJEB48275,SAMEA10030511,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911612,S,,PRJEB48275,SAMEA10030512,,,,,,R,,,R,S,R,,R,,,,,R,,
ERR7911613,R,,PRJEB48275,SAMEA10030513,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911614,R,,PRJEB48275,SAMEA10030514,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911615,R,,PRJEB48275,SAMEA10030515,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911616,R,,PRJEB48275,SAMEA10030516,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911617,R,,PRJEB48275,SAMEA10030517,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911618,R,,PRJEB48275,SAMEA10030518,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911619,R,,PRJEB48275,SAMEA10030519,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911620,R,,PRJEB48275,SAMEA10030520,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911621,S,,PRJEB48275,SAMEA10030622,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911622,R,,PRJEB48275,SAMEA10030521,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911623,S,,PRJEB48275,SAMEA10030522,,,,,,S,,,R,S,R,,R,,,,,R,,
ERR7911624,S,,PRJEB48275,SAMEA10030523,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911625,R,,PRJEB48275,SAMEA10030524,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911626,R,,PRJEB48275,SAMEA10030525,,,,,,R,,,R,R,S,,R,,,,,R,,
ERR7911627,R,,PRJEB48275,SAMEA10030526,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911628,R,,PRJEB48275,SAMEA10030527,,,,,,R,,,R,R,,,S,,,,,R,,
ERR7911629,R,,PRJEB48275,SAMEA10030528,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911630,R,,PRJEB48275,SAMEA10030529,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911631,R,,PRJEB48275,SAMEA10030530,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911632,R,,PRJEB48275,SAMEA10030531,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911633,R,,PRJEB48275,SAMEA10030532,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911634,S,,PRJEB48275,SAMEA10030533,,,,,,R,,,R,S,R,,R,,,,,R,,
ERR7911635,R,,PRJEB48275,SAMEA10030534,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911636,R,,PRJEB48275,SAMEA10030535,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911637,R,,PRJEB48275,SAMEA10030536,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911638,R,,PRJEB48275,SAMEA10030537,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911639,R,,PRJEB48275,SAMEA10030538,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911640,R,,PRJEB48275,SAMEA10030539,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911641,S,,PRJEB48275,SAMEA10030615,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911642,R,,PRJEB48275,SAMEA10030540,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911643,R,,PRJEB48275,SAMEA10030541,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911644,R,,PRJEB48275,SAMEA10030542,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911645,R,,PRJEB48275,SAMEA10030543,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911646,R,,PRJEB48275,SAMEA10030544,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911647,S,,PRJEB48275,SAMEA10030545,,,,,,R,,,R,S,R,,R,,,,,R,,
ERR7911648,R,,PRJEB48275,SAMEA10030546,,,,,,R,,,R,R,S,,S,,,,,R,,
ERR7911649,S,,PRJEB48275,SAMEA10030547,,,,,,S,,,R,S,S,,S,,,,,R,,
ERR7911650,R,,PRJEB48275,SAMEA10030548,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911651,R,,PRJEB48275,SAMEA10030549,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911652,R,,PRJEB48275,SAMEA10030550,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911653,R,,PRJEB48275,SAMEA10030551,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911654,R,,PRJEB48275,SAMEA10030552,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911655,R,,PRJEB48275,SAMEA10030553,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911656,R,,PRJEB48275,SAMEA10030554,,,,,,S,,,R,R,S,,S,,,,,R,,
ERR7911657,R,,PRJEB48275,SAMEA10030555,,,,,,R,,,R,R,S,,R,,,,,R,,
ERR7911658,R,,PRJEB48275,SAMEA10030556,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911659,R,,PRJEB48275,SAMEA10030557,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911660,S,,PRJEB48275,SAMEA10030558,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911661,R,,PRJEB48275,SAMEA10030559,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911662,S,,PRJEB48275,SAMEA10030642,,,,,,S,,,S,S,,,R,,,,,S,,
ERR7911663,S,,PRJEB48275,SAMEA10030560,,,,,,R,,,R,S,R,,R,,,,,R,,
ERR7911664,R,,PRJEB48275,SAMEA10030561,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911665,R,,PRJEB48275,SAMEA10030562,,,,,,R,,,R,R,S,,S,,,,,R,,
ERR7911666,R,,PRJEB48275,SAMEA10030563,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911667,R,,PRJEB48275,SAMEA10030564,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911668,R,,PRJEB48275,SAMEA10030565,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911669,R,,PRJEB48275,SAMEA10030566,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911670,R,,PRJEB48275,SAMEA10030567,,,,,,S,,,R,R,,,R,,,,,S,,
ERR7911671,S,,PRJEB48275,SAMEA10030611,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911672,S,,PRJEB48275,SAMEA10030568,,,,,,R,,,R,S,R,,R,,,,,R,,
ERR7911673,S,,PRJEB48275,SAMEA10030569,,,,,,R,,,R,S,R,,R,,,,,R,,
ERR7911674,R,,PRJEB48275,SAMEA10030570,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911675,S,,PRJEB48275,SAMEA10030571,,,,,,R,,,R,S,S,,R,,,,,R,,
ERR7911676,R,,PRJEB48275,SAMEA10030572,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911677,R,,PRJEB48275,SAMEA10030573,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911678,R,,PRJEB48275,SAMEA10030574,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911679,R,,PRJEB48275,SAMEA10030575,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911680,S,,PRJEB48275,SAMEA10030576,,,,,,S,,,R,S,S,,S,,,,,R,,
ERR7911681,S,,PRJEB48275,SAMEA10030620,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911682,S,,PRJEB48275,SAMEA10030577,,,,,,R,,,R,S,,,R,,,,,R,,
ERR7911683,R,,PRJEB48275,SAMEA10030578,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911684,R,,PRJEB48275,SAMEA10030579,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911685,R,,PRJEB48275,SAMEA10030580,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911686,S,,PRJEB48275,SAMEA10030581,,,,,,R,,,R,S,,,S,,,,,R,,
ERR7911687,R,,PRJEB48275,SAMEA10030582,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911688,R,,PRJEB48275,SAMEA10030583,,,,,,S,,,R,R,R,,R,,,,,R,,
ERR7911689,R,,PRJEB48275,SAMEA10030584,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911690,S,,PRJEB48275,SAMEA10030631,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911691,R,,PRJEB48275,SAMEA10030585,,,,,,R,,,R,R,S,,S,,,,,R,,
ERR7911692,R,,PRJEB48275,SAMEA10030586,,,,,,R,,,R,R,R,,R,,,,,R,,
ERR7911693,R,,PRJEB48275,SAMEA10030587,,,,,,R,,,R,R,S,,R,,,,,R,,
ERR7911694,R,,PRJEB48275,SAMEA10030588,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911695,R,,PRJEB48275,SAMEA10030589,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911696,R,,PRJEB48275,SAMEA10030590,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911697,R,,PRJEB48275,SAMEA10030591,,,,,,R,,,R,R,,,S,,,,,R,,
ERR7911698,R,,PRJEB48275,SAMEA10030592,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911699,S,,PRJEB48275,SAMEA10030593,,,,,,S,,,R,S,,,R,,,,,R,,
ERR7911700,R,,PRJEB48275,SAMEA10030594,,,,,,R,,,R,R,,,S,,,,,R,,
ERR7911701,R,,PRJEB48275,SAMEA10030595,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911702,R,,PRJEB48275,SAMEA10030597,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911703,R,,PRJEB48275,SAMEA10030598,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911704,R,,PRJEB48275,SAMEA10030599,,,,,,S,,,R,R,,,R,,,,,S,,
ERR7911705,S,,PRJEB48275,SAMEA10030600,,,,,,R,,,R,S,,,R,,,,,R,,
ERR7911706,R,,PRJEB48275,SAMEA10030601,,,,,,R,,,R,S,,,S,,,,,R,,
ERR7911707,R,,PRJEB48275,SAMEA10030602,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911708,R,,PRJEB48275,SAMEA10030603,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911709,S,,PRJEB48275,SAMEA10030112,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911710,S,,PRJEB48275,SAMEA10030113,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911711,S,,PRJEB48275,SAMEA10030114,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911712,S,,PRJEB48275,SAMEA10030115,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911713,S,,PRJEB48275,SAMEA10030116,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911714,S,,PRJEB48275,SAMEA10030117,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911715,S,,PRJEB48275,SAMEA10030118,S,,,,,,,,R,S,S,,S,,,S,,S,,
ERR7911716,S,,PRJEB48275,SAMEA10030605,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911717,S,,PRJEB48275,SAMEA10030119,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911718,S,,PRJEB48275,SAMEA10030120,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911719,S,,PRJEB48275,SAMEA10030121,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911720,S,,PRJEB48275,SAMEA10030122,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911721,S,,PRJEB48275,SAMEA10030123,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911722,S,,PRJEB48275,SAMEA10030124,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911723,R,,PRJEB48275,SAMEA10030125,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911724,S,,PRJEB48275,SAMEA10030126,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911725,S,,PRJEB48275,SAMEA10030127,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911726,,,PRJEB48275,SAMEA10030128,S,,,,,,,,,,S,,S,,,,,R,,
ERR7911727,,,PRJEB48275,SAMEA10030129,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911728,S,,PRJEB48275,SAMEA10030130,,,,,,,,,R,S,,,S,,,S,,R,,
ERR7911729,S,,PRJEB48275,SAMEA10030131,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911730,,,PRJEB48275,SAMEA10030132,,,,,,,,,S,S,S,,S,,,,,S,,
ERR7911731,S,,PRJEB48275,SAMEA10030133,S,,,,,,,,R,,S,,S,,,,,R,,
ERR7911732,S,,PRJEB48275,SAMEA10030134,S,,,,,,,,R,S,S,,,,,R,,R,,
ERR7911733,R,,PRJEB48275,SAMEA10030135,S,,,,,,,,R,R,S,,S,,,,,R,,
ERR7911734,S,,PRJEB48275,SAMEA10030136,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911735,S,,PRJEB48275,SAMEA10030137,,,,,,,,,R,,,,,,,,,R,,
ERR7911736,S,,PRJEB48275,SAMEA10030138,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911737,S,,PRJEB48275,SAMEA10030139,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911738,R,,PRJEB48275,SAMEA10030140,S,,,,,,,,R,R,S,,S,,,,,R,,
ERR7911739,S,,PRJEB48275,SAMEA10030141,S,,,,,,,,R,,,,S,,,R,,R,,
ERR7911740,S,,PRJEB48275,SAMEA10030142,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911741,S,,PRJEB48275,SAMEA10030143,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911742,,,PRJEB48275,SAMEA10030144,,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911743,S,,PRJEB48275,SAMEA10030145,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911744,,,PRJEB48275,SAMEA10030146,,,,,,,,,R,,R,,,,,,,,,
ERR7911745,S,,PRJEB48275,SAMEA10030147,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911746,S,,PRJEB48275,SAMEA10030148,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911747,S,,PRJEB48275,SAMEA10030149,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911748,S,,PRJEB48275,SAMEA10030150,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911749,S,,PRJEB48275,SAMEA10030151,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911750,S,,PRJEB48275,SAMEA10030152,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911751,S,,PRJEB48275,SAMEA10030626,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911752,R,,PRJEB48275,SAMEA10030153,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911753,S,,PRJEB48275,SAMEA10030154,S,,,,,,,,R,S,R,,R,,,,,R,,
ERR7911754,S,,PRJEB48275,SAMEA10030612,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911755,S,,PRJEB48275,SAMEA10030618,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911756,S,,PRJEB48275,SAMEA10030609,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911757,S,,PRJEB48275,SAMEA10030629,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911758,S,,PRJEB48275,SAMEA10030621,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911759,S,,PRJEB48275,SAMEA10030608,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911760,S,,PRJEB48275,SAMEA10030639,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911761,S,,PRJEB48275,SAMEA10030614,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911762,S,,PRJEB48275,SAMEA10030628,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911763,S,,PRJEB48275,SAMEA10030637,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911764,S,,PRJEB48275,SAMEA10030635,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7912724,S,,PRJEB48275,SAMEA10030347,S,,,,,S,,,R,R,S,,S,,,S,,R,,
ERR7912725,S,,PRJEB48275,SAMEA10030347,S,,,,,S,,,R,R,S,,S,,,S,,R,,
ERR7912726,S,,PRJEB48275,SAMEA10029851,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7912727,S,,PRJEB48275,SAMEA10029852,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7912728,R,,PRJEB48275,SAMEA10030077,R,,,,,,,,R,R,S,,S,,,R,,R,,
ERR8665806,R,S,PRJEB51021,SAMEA8741584,,,S,,S,S,S,,R,R,,S,,,,,,R,,
ERR8665808,S,S,PRJEB51021,SAMEA8741586,,,S,,S,R,R,,R,S,R,S,R,,,,,R,,
ERR8665809,S,,PRJEB51021,SAMEA8741587,,,S,,,R,R,,R,,R,S,R,,,,,R,,
ERR8665810,S,S,PRJEB51021,SAMEA8741588,,,S,,S,S,R,,R,S,R,S,S,,,,,R,,
ERR8665816,S,S,PRJEB51021,SAMEA8741594,,,S,,S,R,R,,R,S,R,S,R,,,,,R,,
ERR8686155,,S,PRJEB51042,SAMEA8742543,,,S,,,S,,,S,S,,,,,,,,,,
ERR8686156,,S,PRJEB51042,SAMEA8742544,,,S,,S,R,S,,R,R,R,S,R,,,,,,,
ERR8686157,R,S,PRJEB51042,SAMEA8742545,,,S,,S,R,R,,R,R,R,S,R,,,,,R,,
ERR8686158,,S,PRJEB51042,SAMEA8742546,,,S,,,S,S,,S,S,,,,,,,,S,,
ERR8686159,S,S,PRJEB51042,SAMEA8742547,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR8686160,S,S,PRJEB51042,SAMEA8742548,,,,,S,,,,S,S,S,,,,,,,S,,
ERR8686161,,S,PRJEB51042,SAMEA8742549,,,,,,,,,S,R,,R,,,,,,S,,
ERR8686162,S,S,PRJEB51042,SAMEA8742550,,,,,S,S,S,,S,S,,S,S,,,,,S,,
ERR8686163,S,S,PRJEB51042,SAMEA8742551,,,,,,S,S,,S,S,S,S,S,,,,,S,,
ERR8686164,,S,PRJEB51042,SAMEA8742552,,,,,,,,,S,,,,,,,,,,,
ERR8686165,,S,PRJEB51042,SAMEA8742553,,,S,,,,,,R,,,S,S,,,,,,,
ERR8686166,,S,PRJEB51042,SAMEA8742554,,,S,,S,S,S,,S,,S,S,,,,,,S,,
ERR8686167,S,S,PRJEB51042,SAMEA8742555,,,S,,,S,S,,R,,,S,,,,,,,,
ERR8686168,S,S,PRJEB51042,SAMEA8742556,,,S,,,S,S,,S,S,,S,,,,,,S,,
ERR8686169,,S,PRJEB51042,SAMEA8742557,,,,,,S,S,,S,S,,,,,,,,,,
ERR8686170,S,S,PRJEB51042,SAMEA8742558,,,S,,,S,S,,S,R,,S,S,,,,,S,,
ERR8686171,,S,PRJEB51042,SAMEA8742559,,,,,,,S,,,,S,,,,,,,S,,
ERR8686172,S,S,PRJEB51042,SAMEA8742560,,,S,,S,S,S,,S,S,S,S,,,,,,,,
ERR8686173,S,S,PRJEB51042,SAMEA8742561,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR8686174,S,S,PRJEB51042,SAMEA8742562,,,,,,S,S,,S,R,S,S,,,,,,,,
ERR8686175,S,S,PRJEB51042,SAMEA8742563,,,,,S,S,S,,,R,S,S,S,,,,,S,,
ERR8686176,S,S,PRJEB51042,SAMEA8742564,,,S,,,,S,,,S,,S,,,,,,S,,
ERR8686177,S,S,PRJEB51042,SAMEA8742565,,,,,,S,S,,S,S,S,,,,,,,S,,
ERR8686178,S,S,PRJEB51042,SAMEA8742566,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR8686179,S,S,PRJEB51042,SAMEA8742567,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR8686180,S,S,PRJEB51042,SAMEA8742568,,,S,,,S,S,,S,S,,S,,,,,,,,
ERR8686181,,S,PRJEB51042,SAMEA8742569,,,,,,,,,S,S,,,,,,,,,,
ERR8686182,S,S,PRJEB51042,SAMEA8742570,,,S,,,,,,S,,S,,R,,,,,,,
ERR8686183,S,S,PRJEB51042,SAMEA8742571,,,S,,S,S,S,,,S,S,S,,,,,,,,
ERR8686184,S,S,PRJEB51042,SAMEA8742572,,,S,,,R,S,,R,S,,,,,,,,,,
ERR8686185,S,S,PRJEB51042,SAMEA8742573,,,S,,,,S,,S,S,,,,,,,,,,
ERR8686186,,S,PRJEB51042,SAMEA8742574,,,S,,S,S,S,,S,,S,S,,,,,,,,
ERR8686187,,S,PRJEB51042,SAMEA8742575,,,,,,S,S,,S,S,S,,,,,,,,,
ERR8686188,S,S,PRJEB51042,SAMEA8742576,,,S,,,,S,,S,,S,S,,,,,,,,
ERR8686189,S,S,PRJEB51042,SAMEA8742577,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR8686190,,S,PRJEB51042,SAMEA8742578,,,,,,S,S,,S,S,S,S,S,,,,,S,,
ERR8686191,S,S,PRJEB51042,SAMEA8742579,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR8686192,,S,PRJEB51042,SAMEA8742580,,,,,,S,S,,S,S,S,S,S,,,,,,,
ERR8686193,S,S,PRJEB51042,SAMEA8742581,,,S,,,S,S,,S,S,S,S,,,,,,S,,
ERR8686194,S,S,PRJEB51042,SAMEA8742582,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR8686195,S,S,PRJEB51042,SAMEA8742583,,,S,,S,S,S,,,R,S,S,S,,,,,S,,
ERR8686196,S,S,PRJEB51042,SAMEA8742584,,,S,,S,S,S,,,S,S,S,S,,,,,,,
ERR8686197,,S,PRJEB51042,SAMEA8742585,,,S,,,,S,,S,S,,,,,,,,S,,
ERR8686198,,S,PRJEB51042,SAMEA8742586,,,,,S,S,S,,S,S,,,,,,,,,,
ERR8686199,,S,PRJEB51042,SAMEA8742587,,,S,,,S,S,,,S,,,,,,,,,,
ERR8686200,S,S,PRJEB51042,SAMEA8742588,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR8686201,S,S,PRJEB51042,SAMEA8742589,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR8686202,S,S,PRJEB51042,SAMEA8742590,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR8686203,,S,PRJEB51042,SAMEA8742591,,,S,,S,S,,,S,S,,S,,,,,,S,,
ERR8686204,,S,PRJEB51042,SAMEA8742592,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR8686205,,S,PRJEB51042,SAMEA8742593,,,,,,,,,,,,,,,,,,,,
ERR8686206,S,S,PRJEB51042,SAMEA8742594,,,S,,,,S,,S,,,,S,,,,,,,
ERR8686207,S,S,PRJEB51042,SAMEA8742595,,,S,,S,S,S,,S,S,S,S,,,,,,R,,
ERR8686208,,S,PRJEB51042,SAMEA8742596,,,,,,,,,,,,,,,,,,,,
