run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifabutin,rifampicin,streptomycin,thioacetazone
ERR4811324,S,S,PRJEB41194,ERS5301042,S,,S,,S,,S,,R,R,R,S,R,,,,,R,R,
ERR4811325,S,S,PRJEB41194,ERS5301043,S,,S,,S,R,S,,R,S,R,S,R,,,,,R,R,
ERR4811326,S,S,PRJEB41194,ERS5301044,S,,,,R,R,R,,R,S,R,R,R,,,,,R,R,
ERR4811327,S,S,PRJEB41194,ERS5301045,S,,S,,,,S,,R,S,,,R,,,,,R,R,
ERR4811328,S,S,PRJEB41194,ERS5301046,S,,S,,,R,S,,R,S,,,,,,,,R,R,
ERR4811329,S,,PRJEB41194,ERS5301047,S,,,,,,S,,R,S,,,,,,,,R,S,
ERR4811330,S,S,PRJEB41194,ERS5301048,S,,S,,,S,S,,R,S,S,,S,,,,,R,S,
ERR4811331,S,,PRJEB41194,ERS5301049,S,,,,,,S,,R,S,,,,,,,,R,S,
ERR4811332,S,,PRJEB41194,ERS5301050,S,,,,,,S,,R,S,,,,,,,,R,S,
ERR4811333,S,S,PRJEB41194,ERS5301051,S,,S,,S,R,S,,R,S,S,S,,,,,,R,S,
ERR4811334,S,S,PRJEB41194,ERS5301052,S,,S,,S,R,S,,R,S,R,S,,,,,,R,R,
ERR4811335,S,,PRJEB41194,ERS5301053,S,,,,,,S,,R,S,R,,,,,,,R,R,
ERR4811336,R,S,PRJEB41194,ERS5301054,R,,,,S,S,S,,R,R,S,S,S,,,,,R,S,
ERR4811337,S,,PRJEB41194,ERS5301055,S,,,,S,,S,,R,S,R,S,,,,,,R,R,
ERR4811338,S,S,PRJEB41194,ERS5301056,S,,S,,S,S,S,,R,S,S,S,S,,,,,R,R,
ERR4811339,R,S,PRJEB41194,ERS5301057,R,,S,,S,,S,,R,R,S,S,S,,,,,R,R,
ERR4811340,,,PRJEB41194,ERS5301058,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811341,,,PRJEB41194,ERS5301059,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811342,S,S,PRJEB41194,ERS5301060,S,,S,,R,S,S,,S,S,S,S,S,,,,,R,S,
ERR4811343,,,PRJEB41194,ERS5301061,R,,,,,,S,,R,R,S,,,,,,,R,S,
ERR4811344,,,PRJEB41194,ERS5301062,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811345,S,S,PRJEB41194,ERS5301063,S,,,,S,R,S,,R,S,S,S,S,,,,,R,R,
ERR4811346,S,S,PRJEB41194,ERS5301064,S,,S,,S,R,S,,R,S,S,,S,,,,,R,R,
ERR4811347,S,,PRJEB41194,ERS5301065,S,,,,S,S,S,,R,S,S,,,,,,,R,S,
ERR4811348,S,S,PRJEB41194,ERS5301066,S,,S,,S,R,S,,R,S,S,S,S,,,,,R,S,
ERR4811349,S,S,PRJEB41194,ERS5301067,S,,S,,S,R,S,,R,S,S,,S,,,,,R,R,
ERR4811350,S,S,PRJEB41194,ERS5301068,S,,S,,S,R,S,,R,S,S,S,S,,,,,R,R,
ERR4811351,S,S,PRJEB41194,ERS5301069,S,,S,,S,,S,,R,S,S,S,S,,,,,R,R,
ERR4811352,S,S,PRJEB41194,ERS5301070,S,,S,,S,R,R,,R,S,S,S,S,,,,,R,R,
ERR4811353,S,S,PRJEB41194,ERS5301071,S,,S,,S,R,S,,R,S,R,S,R,,,,,R,S,
ERR4811354,S,S,PRJEB41194,ERS5301072,S,,S,,S,,R,,R,S,S,S,S,,,,,R,R,
ERR4811355,R,S,PRJEB41194,ERS5301073,S,,S,,S,,S,,R,R,S,S,,,,,,R,R,
ERR4811356,R,,PRJEB41194,ERS5301074,S,,S,,S,,S,,R,R,R,S,,,,,,R,R,
ERR4811358,S,S,PRJEB41194,ERS5301076,S,,S,,S,S,S,,R,S,S,,,,,,,R,S,
ERR4811359,S,S,PRJEB41194,ERS5301077,S,,,,S,S,S,,R,S,S,S,,,,,,R,R,
ERR4811360,S,S,PRJEB41194,ERS5301078,S,,S,,S,S,S,,R,S,S,S,S,,,,,R,R,
ERR4811361,S,S,PRJEB41194,ERS5301079,S,,,,S,R,S,,R,S,S,S,S,,,,,R,S,
ERR4811362,R,,PRJEB41194,ERS5301080,S,,,,,,S,,R,R,R,,,,,,,R,S,
ERR4811365,S,,PRJEB41194,ERS5301083,S,,S,,S,R,S,,R,S,S,S,S,,,,,R,S,
ERR4811367,S,S,PRJEB41194,ERS5301085,S,,S,,S,R,S,,R,S,S,S,S,,,,,R,R,
ERR4811368,S,,PRJEB41194,ERS5301086,S,,,,,,S,,R,S,R,,,,,,,R,S,
ERR4811369,S,,PRJEB41194,ERS5301087,S,,S,,S,S,S,,R,S,S,,S,,,,,R,S,
ERR4811370,S,S,PRJEB41194,ERS5301088,S,,S,,S,R,S,,R,S,S,S,S,,,,,R,R,
ERR4811371,S,S,PRJEB41194,ERS5301089,S,,,,S,S,S,,S,S,S,,,,,,,R,S,
ERR4811376,,,PRJEB41194,ERS5301094,S,,,,,,S,,R,S,S,,,,,,,S,R,
ERR4811381,S,R,PRJEB41194,ERS5301099,S,,,,S,S,S,,S,S,S,,,,,,,S,S,
ERR4811463,S,S,PRJEB41197,ERS5301178,,,S,,S,,S,,R,R,S,,S,,,,,S,,
ERR4811464,S,S,PRJEB41197,ERS5301179,,,S,,,,S,,,S,S,S,S,,,,,S,,
ERR4811465,S,S,PRJEB41197,ERS5301180,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811466,S,S,PRJEB41197,ERS5301181,,,S,,S,,S,,S,,S,S,S,,,,,S,,
ERR4811468,,,PRJEB41197,ERS5301183,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811469,S,S,PRJEB41197,ERS5301184,,,S,,S,S,S,,R,S,S,S,S,,,,,R,,
ERR4811470,S,S,PRJEB41197,ERS5301185,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811471,,,PRJEB41197,ERS5301186,S,,,,,,S,,S,S,R,,,,,,,S,S,
ERR4811472,S,S,PRJEB41197,ERS5301187,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811473,S,S,PRJEB41197,ERS5301188,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811474,S,S,PRJEB41197,ERS5301189,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811475,S,S,PRJEB41197,ERS5301190,S,,S,,S,S,R,,R,S,S,S,S,,,,,S,S,
ERR4811476,S,S,PRJEB41197,ERS5301191,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811477,S,S,PRJEB41197,ERS5301192,S,,S,,S,S,S,,S,S,S,,S,,,,,S,S,
ERR4811478,S,S,PRJEB41197,ERS5301193,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811479,S,S,PRJEB41197,ERS5301194,S,,S,,S,S,S,,S,S,S,,S,,,,,R,S,
ERR4811480,S,S,PRJEB41197,ERS5301195,S,,,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811481,,,PRJEB41197,ERS5301196,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811482,S,S,PRJEB41197,ERS5301197,R,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811483,S,S,PRJEB41197,ERS5301198,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811484,S,,PRJEB41197,ERS5301199,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811485,S,S,PRJEB41197,ERS5301200,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811486,S,,PRJEB41197,ERS5301201,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811487,S,S,PRJEB41197,ERS5301202,S,,S,,S,R,S,,R,S,S,,S,,,,,R,S,
ERR4811488,S,S,PRJEB41197,ERS5301203,S,,S,,S,,R,,R,S,S,S,S,,,,,S,S,
ERR4811489,,,PRJEB41197,ERS5301204,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811490,S,S,PRJEB41197,ERS5301205,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811491,S,S,PRJEB41197,ERS5301206,S,,S,,S,,S,,S,S,S,,S,,,,,S,S,
ERR4811492,S,S,PRJEB41197,ERS5301207,,,S,,S,R,S,,R,S,S,S,S,,,,,R,,
ERR4811494,S,S,PRJEB41197,ERS5301209,S,,S,,S,,S,,S,S,S,,S,,,,,S,R,
ERR4811495,S,S,PRJEB41197,ERS5301210,S,,S,,S,S,S,,R,S,S,S,S,,,,,S,S,
ERR4811496,S,S,PRJEB41197,ERS5301211,S,,S,,S,S,S,,S,S,R,S,R,,,,,S,S,
ERR4811497,S,,PRJEB41197,ERS5301212,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811498,S,S,PRJEB41197,ERS5301213,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811499,S,S,PRJEB41197,ERS5301214,S,,S,,,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811500,S,S,PRJEB41197,ERS5301215,S,,S,,S,S,S,,S,S,S,,S,,,,,S,S,
ERR4811501,S,,PRJEB41197,ERS5301216,,,S,,S,,,,S,S,S,S,S,,,,,S,,
ERR4811503,S,S,PRJEB41197,ERS5301218,,,S,,S,S,S,,S,,,S,,,,,,S,,
ERR4811504,S,,PRJEB41197,ERS5301219,,,S,,S,S,S,,,,S,S,,,,,,S,,
ERR4811505,S,,PRJEB41197,ERS5301220,S,,S,,S,R,R,,R,S,S,S,S,,,,,R,R,
ERR4811506,S,S,PRJEB41197,ERS5301221,S,,,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811507,S,S,PRJEB41197,ERS5301222,S,,S,,S,S,S,,S,S,S,,,,,,,S,S,
ERR4811508,S,,PRJEB41197,ERS5301223,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811509,S,,PRJEB41197,ERS5301224,S,,S,,S,,S,,S,S,S,,,,,,,S,R,
ERR4811510,S,S,PRJEB41197,ERS5301225,S,,S,,S,,S,,S,S,S,,S,,,,,S,S,
ERR4811511,S,S,PRJEB41197,ERS5301226,S,,S,,S,,S,,S,S,S,S,S,,,,,R,S,
ERR4811512,S,S,PRJEB41197,ERS5301227,S,,S,,,,S,,S,S,S,,,,,,,S,S,
ERR4811513,S,S,PRJEB41197,ERS5301228,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811514,S,S,PRJEB41197,ERS5301229,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811515,S,S,PRJEB41197,ERS5301230,S,,S,,S,S,S,,S,S,S,,,,,,,S,S,
ERR4811516,S,,PRJEB41197,ERS5301231,S,,S,,S,,S,,S,S,S,,S,,,,,S,S,
ERR4811517,S,S,PRJEB41197,ERS5301232,S,,S,,S,S,S,,S,S,S,,S,,,,,S,S,
ERR4811518,S,,PRJEB41197,ERS5301233,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811519,S,S,PRJEB41197,ERS5301234,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811520,S,S,PRJEB41197,ERS5301235,S,,S,,S,S,S,,S,S,S,,S,,,,,S,S,
ERR4811521,S,S,PRJEB41197,ERS5301236,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811522,S,,PRJEB41197,ERS5301237,S,,S,,S,,S,,S,S,S,,,,,,,S,S,
ERR4811523,S,S,PRJEB41197,ERS5301238,,,S,,S,,S,,,S,S,,S,,,,,S,,
ERR4811524,S,S,PRJEB41197,ERS5301239,S,,S,,S,,S,,S,S,S,S,,,,,,S,S,
ERR4811525,S,S,PRJEB41197,ERS5301240,S,,S,,S,,S,,S,S,S,,S,,,,,S,S,
ERR4811526,S,S,PRJEB41197,ERS5301241,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811527,S,,PRJEB41197,ERS5301242,,,,,S,,S,,S,,,S,S,,,,,S,,
ERR4811528,S,S,PRJEB41197,ERS5301243,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811530,S,S,PRJEB41197,ERS5301245,,,S,,S,S,S,,S,,S,S,S,,,,,S,,
ERR4811531,S,S,PRJEB41197,ERS5301246,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811532,S,S,PRJEB41197,ERS5301247,,,S,,S,S,R,,R,S,S,,S,,,,,R,,
ERR4811533,S,,PRJEB41197,ERS5301248,,,S,,S,,S,,S,S,S,,S,,,,,S,,
ERR4811534,S,S,PRJEB41197,ERS5301249,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811535,S,S,PRJEB41197,ERS5301250,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811536,S,S,PRJEB41197,ERS5301251,,,S,,S,R,S,,R,S,R,S,,,,,,S,,
ERR4811537,S,S,PRJEB41197,ERS5301252,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811538,S,S,PRJEB41197,ERS5301253,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811539,S,S,PRJEB41197,ERS5301254,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811540,S,S,PRJEB41197,ERS5301255,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR4811541,S,S,PRJEB41197,ERS5301256,,,S,,S,S,S,,,S,,S,,,,,,S,,
ERR4811542,S,S,PRJEB41197,ERS5301257,,,S,,S,S,S,,S,S,,,S,,,,,S,,
ERR4811543,S,S,PRJEB41197,ERS5301258,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811544,S,S,PRJEB41197,ERS5301259,,,S,,S,S,S,,R,S,S,S,S,,,,,S,,
ERR4811546,S,S,PRJEB41197,ERS5301261,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811547,S,S,PRJEB41197,ERS5301262,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811548,S,S,PRJEB41197,ERS5301263,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811549,S,S,PRJEB41197,ERS5301264,S,,,,,,S,,R,S,S,S,,,,,,S,R,
ERR4811550,S,S,PRJEB41197,ERS5301265,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811551,S,S,PRJEB41197,ERS5301266,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811552,,S,PRJEB41197,ERS5301267,S,,S,,,,S,,S,S,S,,S,,,,,S,S,
ERR4811553,S,S,PRJEB41197,ERS5301268,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811554,S,,PRJEB41197,ERS5301269,S,,,,,R,S,,R,S,S,,S,,,,,R,R,
ERR4811555,S,S,PRJEB41197,ERS5301270,R,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811556,S,S,PRJEB41197,ERS5301271,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811557,S,,PRJEB41197,ERS5301272,S,,S,,S,S,S,,R,S,S,,S,,,,,R,R,
ERR4811558,S,S,PRJEB41197,ERS5301273,S,,S,,S,S,S,,S,S,S,,S,,,,,S,S,
ERR4811559,S,S,PRJEB41197,ERS5301274,S,,S,,S,,S,,S,S,S,,,,,,,S,S,
ERR4811560,S,,PRJEB41197,ERS5301275,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811562,S,S,PRJEB41197,ERS5301277,,,S,,S,,S,,,S,,S,,,,,,R,,
ERR4811563,S,S,PRJEB41197,ERS5301278,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811564,S,S,PRJEB41197,ERS5301279,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811565,S,S,PRJEB41197,ERS5301280,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811566,S,S,PRJEB41197,ERS5301281,,,S,,S,S,,,S,,S,S,S,,,,,S,,
ERR4811567,S,S,PRJEB41197,ERS5301282,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811568,S,S,PRJEB41197,ERS5301283,,,S,,S,,S,,S,S,,,S,,,,,S,,
ERR4811569,S,S,PRJEB41197,ERS5301284,,,S,,S,S,S,,R,S,S,S,S,,,,,S,,
ERR4811570,S,S,PRJEB41197,ERS5301285,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811571,S,S,PRJEB41197,ERS5301286,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811572,S,S,PRJEB41197,ERS5301287,,,S,,S,,S,,R,S,S,,S,,,,,,,
ERR4811573,S,S,PRJEB41197,ERS5301288,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811574,S,S,PRJEB41197,ERS5301289,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811575,S,S,PRJEB41197,ERS5301290,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811576,S,S,PRJEB41197,ERS5301291,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811577,S,S,PRJEB41197,ERS5301292,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811578,S,,PRJEB41197,ERS5301293,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR4811579,S,,PRJEB41197,ERS5301294,,,S,,S,,S,,S,,,S,,,,,,S,,
ERR4811581,S,S,PRJEB41197,ERS5301296,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811582,S,S,PRJEB41197,ERS5301297,,,S,,S,S,S,,S,S,S,,,,,,,,,
ERR4811583,S,S,PRJEB41197,ERS5301298,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811584,,,PRJEB41197,ERS5301299,,,S,,S,,S,,,S,,S,S,,,,,S,,
ERR4811585,S,S,PRJEB41197,ERS5301300,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811586,S,S,PRJEB41197,ERS5301301,,,S,,S,,S,,R,S,S,,S,,,,,R,,
ERR4811587,S,S,PRJEB41197,ERS5301302,,,S,,S,S,S,,S,S,S,S,S,,,,,,,
ERR4811589,S,S,PRJEB41197,ERS5301304,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811590,S,S,PRJEB41197,ERS5301305,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811591,S,S,PRJEB41197,ERS5301306,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811592,S,S,PRJEB41197,ERS5301307,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811593,S,,PRJEB41197,ERS5301308,,,,,S,S,S,,S,S,S,S,S,,,,,,,
ERR4811594,S,S,PRJEB41197,ERS5301309,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811595,S,S,PRJEB41197,ERS5301310,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811596,S,S,PRJEB41197,ERS5301311,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811597,S,S,PRJEB41197,ERS5301312,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811598,S,S,PRJEB41197,ERS5301313,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811599,S,S,PRJEB41197,ERS5301314,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811600,S,,PRJEB41197,ERS5301315,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811601,S,S,PRJEB41197,ERS5301316,,,S,,S,S,S,,S,S,,,S,,,,,S,,
ERR4811602,S,S,PRJEB41197,ERS5301317,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811603,S,S,PRJEB41197,ERS5301318,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811604,S,,PRJEB41197,ERS5301319,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811605,S,S,PRJEB41197,ERS5301320,,,S,,S,,S,,,S,S,S,S,,,,,R,,
ERR4811607,S,S,PRJEB41197,ERS5301322,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811608,S,S,PRJEB41197,ERS5301323,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811609,S,S,PRJEB41197,ERS5301324,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811610,R,S,PRJEB41197,ERS5301325,,,S,,,,S,,,S,,,S,,,,,S,,
ERR4811611,S,S,PRJEB41197,ERS5301326,,,S,,S,,S,,S,S,,,S,,,,,S,,
ERR4811612,R,,PRJEB41197,ERS5301327,R,,,,S,S,S,,R,R,S,S,,,,,,R,S,
ERR4811613,S,S,PRJEB41197,ERS5301328,S,,,,S,,S,,S,S,S,,,,,,,S,S,
ERR4811614,,,PRJEB41197,ERS5301329,S,,S,,,,S,,R,S,S,S,,,,,,R,R,
ERR4811615,S,,PRJEB41197,ERS5301330,S,,S,,S,,S,,S,S,S,,S,,,,,S,S,
ERR4811616,S,S,PRJEB41197,ERS5301331,S,,S,,,,S,,S,S,S,,S,,,,,S,S,
ERR4811617,,S,PRJEB41197,ERS5301332,S,,S,,,S,S,,S,S,S,,,,,,,S,S,
ERR4811618,S,,PRJEB41197,ERS5301333,S,,S,,S,S,S,,S,S,S,,S,,,,,S,S,
ERR4811619,R,,PRJEB41197,ERS5301334,S,,S,,R,S,S,,S,S,S,R,S,,,,,S,S,
ERR4811620,,,PRJEB41197,ERS5301335,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811621,S,,PRJEB41197,ERS5301336,S,,S,,,S,S,,S,S,S,S,,,,,,S,S,
ERR4811622,S,,PRJEB41197,ERS5301337,S,,S,,S,,S,,S,S,S,,S,,,,,S,S,
ERR4811623,S,S,PRJEB41197,ERS5301338,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811624,S,S,PRJEB41197,ERS5301339,S,,,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811625,S,S,PRJEB41197,ERS5301340,S,,S,,,,S,,S,S,S,,S,,,,,S,S,
ERR4811626,S,S,PRJEB41197,ERS5301341,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811627,S,,PRJEB41197,ERS5301342,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,R,
ERR4811628,S,,PRJEB41197,ERS5301343,S,,S,,S,,S,,S,S,S,,,,,,,S,S,
ERR4811629,,,PRJEB41197,ERS5301344,S,,,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811630,,,PRJEB41197,ERS5301345,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811631,S,S,PRJEB41197,ERS5301346,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811632,S,S,PRJEB41197,ERS5301347,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811633,S,S,PRJEB41197,ERS5301348,S,,,,S,,S,,R,S,S,S,,,,,,S,R,
ERR4811634,S,S,PRJEB41197,ERS5301349,S,,S,,S,S,S,,R,S,S,,S,,,,,S,S,
ERR4811635,S,,PRJEB41197,ERS5301350,S,,S,,,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811636,S,,PRJEB41197,ERS5301351,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811637,,,PRJEB41197,ERS5301352,S,,,,,,S,,S,S,S,,,,,,,S,S,
ERR4811638,S,,PRJEB41197,ERS5301353,,,S,,S,S,S,,R,S,,S,S,,,,,R,,
ERR4811639,S,S,PRJEB41197,ERS5301354,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811640,S,S,PRJEB41197,ERS5301355,,,S,,S,S,S,,S,S,,,,,,,,S,,
ERR4811641,S,,PRJEB41197,ERS5301356,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811642,S,S,PRJEB41197,ERS5301357,,,S,,S,R,S,,R,S,S,S,S,,,,,R,,
ERR4811643,S,,PRJEB41197,ERS5301358,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR4811644,S,S,PRJEB41197,ERS5301359,,,S,,,,S,,R,S,S,S,S,,,,,S,,
ERR4811645,S,,PRJEB41197,ERS5301360,,,S,,S,S,S,,S,,S,S,S,,,,,S,,
ERR4811646,S,,PRJEB41197,ERS5301361,,,,,S,R,S,,R,S,,,,,,,,,,
ERR4811647,S,S,PRJEB41197,ERS5301362,,,S,,S,,S,,S,,S,S,S,,,,,S,,
ERR4811648,S,S,PRJEB41197,ERS5301363,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811649,S,S,PRJEB41197,ERS5301364,,,S,,S,S,S,,S,,S,,S,,,,,S,,
ERR4811650,S,S,PRJEB41197,ERS5301365,,,S,,S,S,S,,R,S,R,S,S,,,,,R,,
ERR4811651,S,S,PRJEB41197,ERS5301366,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811652,S,S,PRJEB41197,ERS5301367,S,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811653,S,,PRJEB41197,ERS5301368,S,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811654,S,S,PRJEB41197,ERS5301369,S,,,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811655,S,S,PRJEB41199,ERS5301815,,,S,,S,S,,,R,S,S,S,S,,,,,S,,
ERR4811656,S,S,PRJEB41199,ERS5301816,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811657,S,S,PRJEB41199,ERS5301817,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811658,S,S,PRJEB41199,ERS5301818,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811659,S,S,PRJEB41199,ERS5301819,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811660,S,S,PRJEB41199,ERS5301820,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811661,S,S,PRJEB41199,ERS5301821,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811662,S,S,PRJEB41199,ERS5301822,S,,S,,S,S,S,,R,S,S,,,,,,,R,S,
ERR4811663,S,S,PRJEB41199,ERS5301823,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811664,S,,PRJEB41199,ERS5301824,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811665,,S,PRJEB41199,ERS5301825,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811666,S,S,PRJEB41199,ERS5301826,S,,S,,S,R,S,,R,S,S,S,S,,,,,R,S,
ERR4811667,S,S,PRJEB41199,ERS5301827,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811669,S,S,PRJEB41199,ERS5301829,,,S,,S,S,S,,S,S,,S,,,,,,S,,
ERR4811670,S,S,PRJEB41199,ERS5301830,S,,S,,S,R,R,,R,S,S,S,S,,,,,R,R,
ERR4811671,S,S,PRJEB41199,ERS5301831,,,S,,,S,S,,S,S,,S,,,,,,S,,
ERR4811672,S,S,PRJEB41199,ERS5301832,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811673,S,S,PRJEB41199,ERS5301833,,,S,,,,S,,S,S,S,,S,,,,,S,,
ERR4811674,S,S,PRJEB41199,ERS5301834,,,S,,S,S,S,,S,S,,S,,,,,,S,,
ERR4811675,S,S,PRJEB41199,ERS5301835,,,S,,,S,S,,R,S,S,S,S,,,,,S,,
ERR4811677,S,S,PRJEB41199,ERS5301837,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
